symbol,name,market,securityType,isCommonShare
257370,257370,,STOCK,1
257720,257720,,STOCK,1
258610,258610,,STOCK,1
258790,258790,,STOCK,1
258830,258830,,STOCK,1
259630,259630,,STOCK,1
259960,259960,,STOCK,1
260660,260660,,STOCK,1
260930,260930,,STOCK,1
260970,260970,,STOCK,1
261200,261200,,STOCK,1
261520,261520,,STOCK,1
261780,261780,,STOCK,1
262260,262260,,STOCK,1
262840,262840,,STOCK,1
263020,263020,,STOCK,1
263050,263050,,STOCK,1
263600,263600,,STOCK,1
263690,263690,,STOCK,1
263700,263700,,STOCK,1
263720,263720,,STOCK,1
263750,263750,,STOCK,1
263770,263770,,STOCK,1
263800,263800,,STOCK,1
263810,263810,,STOCK,1
263860,263860,,STOCK,1
263920,263920,,STOCK,1
264450,264450,,STOCK,1
264660,264660,,STOCK,1
264850,264850,,STOCK,1
264900,264900,,STOCK,1
265520,265520,,STOCK,1
265560,265560,,STOCK,1
265740,265740,,STOCK,1
267250,267250,,STOCK,1
267260,267260,,STOCK,1
267270,267270,,STOCK,1
267290,267290,,STOCK,1
267320,267320,,STOCK,1
267790,267790,,STOCK,1
267850,267850,,STOCK,1
267980,267980,,STOCK,1
268280,268280,,STOCK,1
270520,270520,,STOCK,1
270660,270660,,STOCK,1
270870,270870,,STOCK,1
271560,271560,,STOCK,1
271830,271830,,STOCK,1
271940,271940,,STOCK,1
271980,271980,,STOCK,1
272110,272110,,STOCK,1
272210,272210,,STOCK,1
272290,272290,,STOCK,1
272450,272450,,STOCK,1
272550,272550,,STOCK,1
273060,273060,,STOCK,1
273640,273640,,STOCK,1
274090,274090,,STOCK,1
274400,274400,,STOCK,1
275630,275630,,STOCK,1
276040,276040,,STOCK,1
276730,276730,,STOCK,1
277070,277070,,STOCK,1
277410,277410,,STOCK,1
277810,277810,,STOCK,1
277880,277880,,STOCK,1
278280,278280,,STOCK,1
278470,278470,,STOCK,1
278650,278650,,STOCK,1
279570,279570,,STOCK,1
279600,279600,,STOCK,1
280360,280360,,STOCK,1
281740,281740,,STOCK,1
281820,281820,,STOCK,1
282330,282330,,STOCK,1
282620,282620,,STOCK,1
282720,282720,,STOCK,1
282880,282880,,STOCK,1
284620,284620,,STOCK,1
284740,284740,,STOCK,1
285130,285130,,STOCK,1
285490,285490,,STOCK,1
285800,285800,,STOCK,1
286750,286750,,STOCK,1
286940,286940,,STOCK,1
287840,287840,,STOCK,1
288180,288180,,STOCK,1
288330,288330,,STOCK,1
288620,288620,,STOCK,1
288980,288980,,STOCK,1
289010,289010,,STOCK,1
289080,289080,,STOCK,1
289220,289220,,STOCK,1
289930,289930,,STOCK,1
290090,290090,,STOCK,1
290120,290120,,STOCK,1
290270,290270,,STOCK,1
290520,290520,,STOCK,1
290550,290550,,STOCK,1
290560,290560,,STOCK,1
290650,290650,,STOCK,1
290660,290660,,STOCK,1
290670,290670,,STOCK,1
290690,290690,,STOCK,1
290720,290720,,STOCK,1
290740,290740,,STOCK,1
291230,291230,,STOCK,1
291650,291650,,STOCK,1
291810,291810,,STOCK,1
293480,293480,,STOCK,1
293490,293490,,STOCK,1
293580,293580,,STOCK,1
293780,293780,,STOCK,1
294090,294090,,STOCK,1
294140,294140,,STOCK,1
294570,294570,,STOCK,1
294630,294630,,STOCK,1
294870,294870,,STOCK,1
295310,295310,,STOCK,1
296640,296640,,STOCK,1
297090,297090,,STOCK,1
297570,297570,,STOCK,1
297890,297890,,STOCK,1
298000,298000,,STOCK,1
298020,298020,,STOCK,1
298040,298040,,STOCK,1
298050,298050,,STOCK,1
298060,298060,,STOCK,1
298380,298380,,STOCK,1
298540,298540,,STOCK,1
298690,298690,,STOCK,1
298830,298830,,STOCK,1
299030,299030,,STOCK,1
299170,299170,,STOCK,1
299660,299660,,STOCK,1
300080,300080,,STOCK,1
300120,300120,,STOCK,1
300720,300720,,STOCK,1
301300,301300,,STOCK,1
302430,302430,,STOCK,1
302440,302440,,STOCK,1
302550,302550,,STOCK,1
303030,303030,,STOCK,1
303360,303360,,STOCK,1
303530,303530,,STOCK,1
303810,303810,,STOCK,1
304100,304100,,STOCK,1
304360,304360,,STOCK,1
304840,304840,,STOCK,1
305090,305090,,STOCK,1
306040,306040,,STOCK,1
306200,306200,,STOCK,1
306620,306620,,STOCK,1
307180,307180,,STOCK,1
307280,307280,,STOCK,1
307750,307750,,STOCK,1
307870,307870,,STOCK,1
307930,307930,,STOCK,1
307950,307950,,STOCK,1
308080,308080,,STOCK,1
308100,308100,,STOCK,1
308170,308170,,STOCK,1
308430,308430,,STOCK,1
309710,309710,,STOCK,1
309930,309930,,STOCK,1
309960,309960,,STOCK,1
310200,310200,,STOCK,1
310210,310210,,STOCK,1
310870,310870,,STOCK,1
311320,311320,,STOCK,1
311390,311390,,STOCK,1
311690,311690,,STOCK,1
312610,312610,,STOCK,1
313760,313760,,STOCK,1
314130,314130,,STOCK,1
314140,314140,,STOCK,1
314930,314930,,STOCK,1
315640,315640,,STOCK,1
316140,316140,,STOCK,1
317120,317120,,STOCK,1
317240,317240,,STOCK,1
317330,317330,,STOCK,1
317400,317400,,STOCK,1
317450,317450,,STOCK,1
317530,317530,,STOCK,1
317690,317690,,STOCK,1
317770,317770,,STOCK,1
317830,317830,,STOCK,1
317850,317850,,STOCK,1
317870,317870,,STOCK,1
318000,318000,,STOCK,1
318010,318010,,STOCK,1
318020,318020,,STOCK,1
318060,318060,,STOCK,1
318160,318160,,STOCK,1
318410,318410,,STOCK,1
319400,319400,,STOCK,1
319660,319660,,STOCK,1
320000,320000,,STOCK,1
321260,321260,,STOCK,1
321370,321370,,STOCK,1
321550,321550,,STOCK,1
321820,321820,,STOCK,1
322000,322000,,STOCK,1
322180,322180,,STOCK,1
322310,322310,,STOCK,1
322510,322510,,STOCK,1
322780,322780,,STOCK,1
323280,323280,,STOCK,1
323350,323350,,STOCK,1
323410,323410,,STOCK,1
323990,323990,,STOCK,1
326030,326030,,STOCK,1
327260,327260,,STOCK,1
328130,328130,,STOCK,1
328380,328380,,STOCK,1
329180,329180,,STOCK,1
330350,330350,,STOCK,1
330730,330730,,STOCK,1
330860,330860,,STOCK,1
331380,331380,,STOCK,1
331520,331520,,STOCK,1
331740,331740,,STOCK,1
331920,331920,,STOCK,1
332290,332290,,STOCK,1
332370,332370,,STOCK,1
332570,332570,,STOCK,1
333050,333050,,STOCK,1
333430,333430,,STOCK,1
333620,333620,,STOCK,1
334970,334970,,STOCK,1
335810,335810,,STOCK,1
335870,335870,,STOCK,1
336060,336060,,STOCK,1
336260,336260,,STOCK,1
336370,336370,,STOCK,1
336570,336570,,STOCK,1
336680,336680,,STOCK,1
337930,337930,,STOCK,1
338220,338220,,STOCK,1
338840,338840,,STOCK,1
339770,339770,,STOCK,1
339950,339950,,STOCK,1
340360,340360,,STOCK,1
340440,340440,,STOCK,1
340450,340450,,STOCK,1
340570,340570,,STOCK,1
340810,340810,,STOCK,1
340930,340930,,STOCK,1
342870,342870,,STOCK,1
344820,344820,,STOCK,1
344860,344860,,STOCK,1
347000,347000,,STOCK,1
347700,347700,,STOCK,1
347740,347740,,STOCK,1
347770,347770,,STOCK,1
347850,347850,,STOCK,1
347860,347860,,STOCK,1
347890,347890,,STOCK,1
348030,348030,,STOCK,1
348080,348080,,STOCK,1
348150,348150,,STOCK,1
348210,348210,,STOCK,1
348340,348340,,STOCK,1
348350,348350,,STOCK,1
348370,348370,,STOCK,1
351320,351320,,STOCK,1
351330,351330,,STOCK,1
351870,351870,,STOCK,1
352090,352090,,STOCK,1
352480,352480,,STOCK,1
352700,352700,,STOCK,1
352770,352770,,STOCK,1
352820,352820,,STOCK,1
352910,352910,,STOCK,1
352940,352940,,STOCK,1
353190,353190,,STOCK,1
353200,353200,,STOCK,1
353590,353590,,STOCK,1
353810,353810,,STOCK,1
354200,354200,,STOCK,1
354320,354320,,STOCK,1
355150,355150,,STOCK,1
355390,355390,,STOCK,1
355690,355690,,STOCK,1
356680,356680,,STOCK,1
356860,356860,,STOCK,1
356890,356890,,STOCK,1
357230,357230,,STOCK,1
357550,357550,,STOCK,1
357580,357580,,STOCK,1
357780,357780,,STOCK,1
357880,357880,,STOCK,1
358570,358570,,STOCK,1
359090,359090,,STOCK,1
360070,360070,,STOCK,1
360350,360350,,STOCK,1
361390,361390,,STOCK,1
361570,361570,,STOCK,1
361610,361610,,STOCK,1
361670,361670,,STOCK,1
362320,362320,,STOCK,1
362990,362990,,STOCK,1
363250,363250,,STOCK,1
363260,363260,,STOCK,1
363280,363280,,STOCK,1
364950,364950,,STOCK,1
365270,365270,,STOCK,1
365330,365330,,STOCK,1
365340,365340,,STOCK,1
365590,365590,,STOCK,1
365660,365660,,STOCK,1
365900,365900,,STOCK,1
366030,366030,,STOCK,1
367000,367000,,STOCK,1
368600,368600,,STOCK,1
368770,368770,,STOCK,1
368970,368970,,STOCK,1
369370,369370,,STOCK,1
370090,370090,,STOCK,1
371950,371950,,STOCK,1
372170,372170,,STOCK,1
372320,372320,,STOCK,1
372800,372800,,STOCK,1
372910,372910,,STOCK,1
373110,373110,,STOCK,1
373160,373160,,STOCK,1
373170,373170,,STOCK,1
373200,373200,,STOCK,1
373220,373220,,STOCK,1
375500,375500,,STOCK,1
376180,376180,,STOCK,1
376270,376270,,STOCK,1
376290,376290,,STOCK,1
376300,376300,,STOCK,1
376900,376900,,STOCK,1
376930,376930,,STOCK,1
376980,376980,,STOCK,1
377030,377030,,STOCK,1
377220,377220,,STOCK,1
377300,377300,,STOCK,1
377330,377330,,STOCK,1
377450,377450,,STOCK,1
377460,377460,,STOCK,1
377480,377480,,STOCK,1
377740,377740,,STOCK,1
378340,378340,,STOCK,1
378800,378800,,STOCK,1
378850,378850,,STOCK,1
380540,380540,,STOCK,1
380550,380550,,STOCK,1
381620,381620,,STOCK,1
381970,381970,,STOCK,1
382150,382150,,STOCK,1
382480,382480,,STOCK,1
382800,382800,,STOCK,1
382840,382840,,STOCK,1
382900,382900,,STOCK,1
383220,383220,,STOCK,1
383310,383310,,STOCK,1
383800,383800,,STOCK,1
383930,383930,,STOCK,1
384470,384470,,STOCK,1
386380,386380,,STOCK,1
387570,387570,,STOCK,1
387690,387690,,STOCK,1
388050,388050,,STOCK,1
388210,388210,,STOCK,1
388610,388610,,STOCK,1
388720,388720,,STOCK,1
388790,388790,,STOCK,1
388870,388870,,STOCK,1
389020,389020,,STOCK,1
389030,389030,,STOCK,1
389140,389140,,STOCK,1
389260,389260,,STOCK,1
389470,389470,,STOCK,1
389500,389500,,STOCK,1
389650,389650,,STOCK,1
389680,389680,,STOCK,1
391710,391710,,STOCK,1
393210,393210,,STOCK,1
393890,393890,,STOCK,1
393970,393970,,STOCK,1
394280,394280,,STOCK,1
394420,394420,,STOCK,1
394800,394800,,STOCK,1
396270,396270,,STOCK,1
396300,396300,,STOCK,1
396470,396470,,STOCK,1
397030,397030,,STOCK,1
397810,397810,,STOCK,1
398120,398120,,STOCK,1
399720,399720,,STOCK,1
402030,402030,,STOCK,1
402340,402340,,STOCK,1
402490,402490,,STOCK,1
403490,403490,,STOCK,1
403550,403550,,STOCK,1
403850,403850,,STOCK,1
403870,403870,,STOCK,1
405000,405000,,STOCK,1
405100,405100,,STOCK,1
405920,405920,,STOCK,1
406820,406820,,STOCK,1
407400,407400,,STOCK,1
408470,408470,,STOCK,1
408900,408900,,STOCK,1
408920,408920,,STOCK,1
411080,411080,,STOCK,1
412350,412350,,STOCK,1
412540,412540,,STOCK,1
413390,413390,,STOCK,1
413630,413630,,STOCK,1
413640,413640,,STOCK,1
415380,415380,,STOCK,1
416180,416180,,STOCK,1
417010,417010,,STOCK,1
417030,417030,,STOCK,1
417180,417180,,STOCK,1
417200,417200,,STOCK,1
417500,417500,,STOCK,1
417790,417790,,STOCK,1
417840,417840,,STOCK,1
417860,417860,,STOCK,1
417970,417970,,STOCK,1
418250,418250,,STOCK,1
418420,418420,,STOCK,1
418470,418470,,STOCK,1
418550,418550,,STOCK,1
418620,418620,,STOCK,1
419050,419050,,STOCK,1
419080,419080,,STOCK,1
419120,419120,,STOCK,1
419530,419530,,STOCK,1
419540,419540,,STOCK,1
420570,420570,,STOCK,1
420770,420770,,STOCK,1
424760,424760,,STOCK,1
424870,424870,,STOCK,1
424960,424960,,STOCK,1
424980,424980,,STOCK,1
425040,425040,,STOCK,1
425420,425420,,STOCK,1
429270,429270,,STOCK,1
430690,430690,,STOCK,1
431190,431190,,STOCK,1
432430,432430,,STOCK,1
432470,432470,,STOCK,1
432720,432720,,STOCK,1
432980,432980,,STOCK,1
434480,434480,,STOCK,1
435570,435570,,STOCK,1
437730,437730,,STOCK,1
438700,438700,,STOCK,1
439090,439090,,STOCK,1
439260,439260,,STOCK,1
439580,439580,,STOCK,1
439960,439960,,STOCK,1
440110,440110,,STOCK,1
440290,440290,,STOCK,1
440320,440320,,STOCK,1
441270,441270,,STOCK,1
443060,443060,,STOCK,1
443250,443250,,STOCK,1
443670,443670,,STOCK,1
444530,444530,,STOCK,1
445090,445090,,STOCK,1
445180,445180,,STOCK,1
445680,445680,,STOCK,1
446070,446070,,STOCK,1
446540,446540,,STOCK,1
446840,446840,,STOCK,1
448280,448280,,STOCK,1
448710,448710,,STOCK,1
448900,448900,,STOCK,1
450080,450080,,STOCK,1
450330,450330,,STOCK,1
450520,450520,,STOCK,1
450950,450950,,STOCK,1
451220,451220,,STOCK,1
451250,451250,,STOCK,1
451760,451760,,STOCK,1
452160,452160,,STOCK,1
452190,452190,,STOCK,1
452200,452200,,STOCK,1
452260,452260,,STOCK,1
452280,452280,,STOCK,1
452300,452300,,STOCK,1
452400,452400,,STOCK,1
452430,452430,,STOCK,1
452450,452450,,STOCK,1
453340,453340,,STOCK,1
453450,453450,,STOCK,1
453860,453860,,STOCK,1
454910,454910,,STOCK,1
455180,455180,,STOCK,1
455900,455900,,STOCK,1
456010,456010,,STOCK,1
456040,456040,,STOCK,1
456070,456070,,STOCK,1
456160,456160,,STOCK,1
457190,457190,,STOCK,1
457370,457370,,STOCK,1
457550,457550,,STOCK,1
457600,457600,,STOCK,1
458350,458350,,STOCK,1
458650,458650,,STOCK,1
458870,458870,,STOCK,1
459100,459100,,STOCK,1
459510,459510,,STOCK,1
459550,459550,,STOCK,1
460470,460470,,STOCK,1
460850,460850,,STOCK,1
460860,460860,,STOCK,1
460870,460870,,STOCK,1
460930,460930,,STOCK,1
460940,460940,,STOCK,1
461030,461030,,STOCK,1
461300,461300,,STOCK,1
462310,462310,,STOCK,1
462350,462350,,STOCK,1
462510,462510,,STOCK,1
462520,462520,,STOCK,1
462860,462860,,STOCK,1
462870,462870,,STOCK,1
462980,462980,,STOCK,1
463020,463020,,STOCK,1
463480,463480,,STOCK,1
464080,464080,,STOCK,1
464280,464280,,STOCK,1
464490,464490,,STOCK,1
464500,464500,,STOCK,1
464580,464580,,STOCK,1
465480,465480,,STOCK,1
465770,465770,,STOCK,1
466100,466100,,STOCK,1
466410,466410,,STOCK,1
466690,466690,,STOCK,1
468530,468530,,STOCK,1
468760,468760,,STOCK,1
469480,469480,,STOCK,1
469610,469610,,STOCK,1
469750,469750,,STOCK,1
469900,469900,,STOCK,1
471820,471820,,STOCK,1
472230,472230,,STOCK,1
472850,472850,,STOCK,1
473000,473000,,STOCK,1
473050,473050,,STOCK,1
473950,473950,,STOCK,1
473980,473980,,STOCK,1
474170,474170,,STOCK,1
474490,474490,,STOCK,1
474610,474610,,STOCK,1
474650,474650,,STOCK,1
474660,474660,,STOCK,1
474930,474930,,STOCK,1
475040,475040,,STOCK,1
475150,475150,,STOCK,1
475230,475230,,STOCK,1
475240,475240,,STOCK,1
475250,475250,,STOCK,1
475400,475400,,STOCK,1
475430,475430,,STOCK,1
475460,475460,,STOCK,1
475560,475560,,STOCK,1
475580,475580,,STOCK,1
475660,475660,,STOCK,1
475830,475830,,STOCK,1
475960,475960,,STOCK,1
476040,476040,,STOCK,1
476060,476060,,STOCK,1
476080,476080,,STOCK,1
476830,476830,,STOCK,1
477340,477340,,STOCK,1
477380,477380,,STOCK,1
477470,477470,,STOCK,1
477760,477760,,STOCK,1
477850,477850,,STOCK,1
478110,478110,,STOCK,1
478340,478340,,STOCK,1
478390,478390,,STOCK,1
478440,478440,,STOCK,1
478560,478560,,STOCK,1
479880,479880,,STOCK,1
479960,479960,,STOCK,1
480370,480370,,STOCK,1
481070,481070,,STOCK,1
481890,481890,,STOCK,1
482520,482520,,STOCK,1
482630,482630,,STOCK,1
482680,482680,,STOCK,1
482690,482690,,STOCK,1
483350,483350,,STOCK,1
483650,483650,,STOCK,1
484120,484120,,STOCK,1
484130,484130,,STOCK,1
484590,484590,,STOCK,1
484810,484810,,STOCK,1
484870,484870,,STOCK,1
486630,486630,,STOCK,1
486990,486990,,STOCK,1
487360,487360,,STOCK,1
487400,487400,,STOCK,1
487570,487570,,STOCK,1
487580,487580,,STOCK,1
487720,487720,,STOCK,1
487830,487830,,STOCK,1
488060,488060,,STOCK,1
488280,488280,,STOCK,1
488900,488900,,STOCK,1
489210,489210,,STOCK,1
489460,489460,,STOCK,1
489480,489480,,STOCK,1
489500,489500,,STOCK,1
489730,489730,,STOCK,1
489790,489790,,STOCK,1
490470,490470,,STOCK,1
491000,491000,,STOCK,1
492220,492220,,STOCK,1
493280,493280,,STOCK,1
493330,493330,,STOCK,1
493790,493790,,STOCK,1
494120,494120,,STOCK,1
496070,496070,,STOCK,1
498390,498390,,STOCK,1
499790,499790,,STOCK,1
