symbol,name,market,securityType,isCommonShare
051600,051600,,STOCK,1
051630,051630,,STOCK,1
051780,051780,,STOCK,1
051900,051900,,STOCK,1
051910,051910,,STOCK,1
051980,051980,,STOCK,1
052020,052020,,STOCK,1
052220,052220,,STOCK,1
052260,052260,,STOCK,1
052300,052300,,STOCK,1
052330,052330,,STOCK,1
052400,052400,,STOCK,1
052420,052420,,STOCK,1
052460,052460,,STOCK,1
052600,052600,,STOCK,1
052690,052690,,STOCK,1
052710,052710,,STOCK,1
052770,052770,,STOCK,1
052790,052790,,STOCK,1
052860,052860,,STOCK,1
052900,052900,,STOCK,1
053030,053030,,STOCK,1
053050,053050,,STOCK,1
053060,053060,,STOCK,1
053080,053080,,STOCK,1
053160,053160,,STOCK,1
053210,053210,,STOCK,1
053260,053260,,STOCK,1
053270,053270,,STOCK,1
053280,053280,,STOCK,1
053290,053290,,STOCK,1
053300,053300,,STOCK,1
053350,053350,,STOCK,1
053450,053450,,STOCK,1
053580,053580,,STOCK,1
053610,053610,,STOCK,1
053620,053620,,STOCK,1
053690,053690,,STOCK,1
053700,053700,,STOCK,1
053800,053800,,STOCK,1
053950,053950,,STOCK,1
053980,053980,,STOCK,1
054040,054040,,STOCK,1
054050,054050,,STOCK,1
054090,054090,,STOCK,1
054180,054180,,STOCK,1
054210,054210,,STOCK,1
054220,054220,,STOCK,1
054300,054300,,STOCK,1
054410,054410,,STOCK,1
054450,054450,,STOCK,1
054540,054540,,STOCK,1
054620,054620,,STOCK,1
054670,054670,,STOCK,1
054780,054780,,STOCK,1
054800,054800,,STOCK,1
054920,054920,,STOCK,1
054930,054930,,STOCK,1
054940,054940,,STOCK,1
054950,054950,,STOCK,1
055490,055490,,STOCK,1
055550,055550,,STOCK,1
056080,056080,,STOCK,1
056090,056090,,STOCK,1
056190,056190,,STOCK,1
056360,056360,,STOCK,1
056700,056700,,STOCK,1
056730,056730,,STOCK,1
057030,057030,,STOCK,1
057540,057540,,STOCK,1
057680,057680,,STOCK,1
058110,058110,,STOCK,1
058400,058400,,STOCK,1
058430,058430,,STOCK,1
058450,058450,,STOCK,1
058470,058470,,STOCK,1
058610,058610,,STOCK,1
058630,058630,,STOCK,1
058650,058650,,STOCK,1
058730,058730,,STOCK,1
058820,058820,,STOCK,1
058850,058850,,STOCK,1
058860,058860,,STOCK,1
058970,058970,,STOCK,1
059090,059090,,STOCK,1
059100,059100,,STOCK,1
059120,059120,,STOCK,1
059210,059210,,STOCK,1
059270,059270,,STOCK,1
060150,060150,,STOCK,1
060230,060230,,STOCK,1
060250,060250,,STOCK,1
060260,060260,,STOCK,1
060280,060280,,STOCK,1
060310,060310,,STOCK,1
060370,060370,,STOCK,1
060380,060380,,STOCK,1
060480,060480,,STOCK,1
060540,060540,,STOCK,1
060560,060560,,STOCK,1
060570,060570,,STOCK,1
060590,060590,,STOCK,1
060720,060720,,STOCK,1
060850,060850,,STOCK,1
060900,060900,,STOCK,1
060980,060980,,STOCK,1
061040,061040,,STOCK,1
061090,061090,,STOCK,1
061250,061250,,STOCK,1
061970,061970,,STOCK,1
062040,062040,,STOCK,1
062970,062970,,STOCK,1
063080,063080,,STOCK,1
063160,063160,,STOCK,1
063170,063170,,STOCK,1
063440,063440,,STOCK,1
063570,063570,,STOCK,1
063760,063760,,STOCK,1
064090,064090,,STOCK,1
064240,064240,,STOCK,1
064260,064260,,STOCK,1
064290,064290,,STOCK,1
064350,064350,,STOCK,1
064400,064400,,STOCK,1
064480,064480,,STOCK,1
064520,064520,,STOCK,1
064550,064550,,STOCK,1
064760,064760,,STOCK,1
064800,064800,,STOCK,1
064820,064820,,STOCK,1
064850,064850,,STOCK,1
064960,064960,,STOCK,1
065060,065060,,STOCK,1
065130,065130,,STOCK,1
065150,065150,,STOCK,1
065170,065170,,STOCK,1
065350,065350,,STOCK,1
065370,065370,,STOCK,1
065420,065420,,STOCK,1
065440,065440,,STOCK,1
065450,065450,,STOCK,1
065500,065500,,STOCK,1
065510,065510,,STOCK,1
065530,065530,,STOCK,1
065570,065570,,STOCK,1
065650,065650,,STOCK,1
065660,065660,,STOCK,1
065680,065680,,STOCK,1
065690,065690,,STOCK,1
065710,065710,,STOCK,1
065770,065770,,STOCK,1
065950,065950,,STOCK,1
066130,066130,,STOCK,1
066310,066310,,STOCK,1
066360,066360,,STOCK,1
066410,066410,,STOCK,1
066430,066430,,STOCK,1
066570,066570,,STOCK,1
066590,066590,,STOCK,1
066620,066620,,STOCK,1
066670,066670,,STOCK,1
066700,066700,,STOCK,1
066790,066790,,STOCK,1
066900,066900,,STOCK,1
066910,066910,,STOCK,1
066970,066970,,STOCK,1
066980,066980,,STOCK,1
067000,067000,,STOCK,1
067010,067010,,STOCK,1
067080,067080,,STOCK,1
067160,067160,,STOCK,1
067170,067170,,STOCK,1
067280,067280,,STOCK,1
067290,067290,,STOCK,1
067310,067310,,STOCK,1
067370,067370,,STOCK,1
067390,067390,,STOCK,1
067570,067570,,STOCK,1
067630,067630,,STOCK,1
067730,067730,,STOCK,1
067770,067770,,STOCK,1
067830,067830,,STOCK,1
067900,067900,,STOCK,1
067920,067920,,STOCK,1
067990,067990,,STOCK,1
068050,068050,,STOCK,1
068100,068100,,STOCK,1
068240,068240,,STOCK,1
068270,068270,,STOCK,1
068290,068290,,STOCK,1
068330,068330,,STOCK,1
068760,068760,,STOCK,1
068790,068790,,STOCK,1
068930,068930,,STOCK,1
068940,068940,,STOCK,1
069080,069080,,STOCK,1
069140,069140,,STOCK,1
069260,069260,,STOCK,1
069330,069330,,STOCK,1
069410,069410,,STOCK,1
069460,069460,,STOCK,1
069510,069510,,STOCK,1
069540,069540,,STOCK,1
069620,069620,,STOCK,1
069640,069640,,STOCK,1
069730,069730,,STOCK,1
069920,069920,,STOCK,1
069960,069960,,STOCK,1
070300,070300,,STOCK,1
070590,070590,,STOCK,1
070960,070960,,STOCK,1
071050,071050,,STOCK,1
071090,071090,,STOCK,1
071200,071200,,STOCK,1
071280,071280,,STOCK,1
071320,071320,,STOCK,1
071670,071670,,STOCK,1
071840,071840,,STOCK,1
071850,071850,,STOCK,1
071950,071950,,STOCK,1
071970,071970,,STOCK,1
072020,072020,,STOCK,1
072130,072130,,STOCK,1
072470,072470,,STOCK,1
072710,072710,,STOCK,1
072770,072770,,STOCK,1
072870,072870,,STOCK,1
072950,072950,,STOCK,1
072990,072990,,STOCK,1
073010,073010,,STOCK,1
073110,073110,,STOCK,1
073190,073190,,STOCK,1
073240,073240,,STOCK,1
073490,073490,,STOCK,1
073540,073540,,STOCK,1
073560,073560,,STOCK,1
073570,073570,,STOCK,1
073640,073640,,STOCK,1
074430,074430,,STOCK,1
074600,074600,,STOCK,1
074610,074610,,STOCK,1
075130,075130,,STOCK,1
075180,075180,,STOCK,1
075580,075580,,STOCK,1
075970,075970,,STOCK,1
076080,076080,,STOCK,1
076610,076610,,STOCK,1
077360,077360,,STOCK,1
077500,077500,,STOCK,1
077970,077970,,STOCK,1
078000,078000,,STOCK,1
078020,078020,,STOCK,1
078070,078070,,STOCK,1
078130,078130,,STOCK,1
078140,078140,,STOCK,1
078150,078150,,STOCK,1
078160,078160,,STOCK,1
078340,078340,,STOCK,1
078350,078350,,STOCK,1
078520,078520,,STOCK,1
078590,078590,,STOCK,1
078600,078600,,STOCK,1
078860,078860,,STOCK,1
078890,078890,,STOCK,1
078930,078930,,STOCK,1
079000,079000,,STOCK,1
079160,079160,,STOCK,1
079170,079170,,STOCK,1
079190,079190,,STOCK,1
079370,079370,,STOCK,1
079430,079430,,STOCK,1
079550,079550,,STOCK,1
079650,079650,,STOCK,1
079810,079810,,STOCK,1
079900,079900,,STOCK,1
079940,079940,,STOCK,1
079950,079950,,STOCK,1
079960,079960,,STOCK,1
079970,079970,,STOCK,1
079980,079980,,STOCK,1
080010,080010,,STOCK,1
080160,080160,,STOCK,1
080220,080220,,STOCK,1
080420,080420,,STOCK,1
080470,080470,,STOCK,1
080520,080520,,STOCK,1
080530,080530,,STOCK,1
080580,080580,,STOCK,1
080720,080720,,STOCK,1
081000,081000,,STOCK,1
081150,081150,,STOCK,1
081180,081180,,STOCK,1
081580,081580,,STOCK,1
081660,081660,,STOCK,1
082210,082210,,STOCK,1
082270,082270,,STOCK,1
082740,082740,,STOCK,1
082800,082800,,STOCK,1
082850,082850,,STOCK,1
082920,082920,,STOCK,1
083310,083310,,STOCK,1
083420,083420,,STOCK,1
083450,083450,,STOCK,1
083470,083470,,STOCK,1
083500,083500,,STOCK,1
083550,083550,,STOCK,1
083640,083640,,STOCK,1
083650,083650,,STOCK,1
083660,083660,,STOCK,1
083790,083790,,STOCK,1
083930,083930,,STOCK,1
084010,084010,,STOCK,1
084110,084110,,STOCK,1
084180,084180,,STOCK,1
084370,084370,,STOCK,1
084440,084440,,STOCK,1
084650,084650,,STOCK,1
084670,084670,,STOCK,1
084680,084680,,STOCK,1
084690,084690,,STOCK,1
084730,084730,,STOCK,1
084850,084850,,STOCK,1
084870,084870,,STOCK,1
084990,084990,,STOCK,1
085310,085310,,STOCK,1
085620,085620,,STOCK,1
085660,085660,,STOCK,1
085670,085670,,STOCK,1
085810,085810,,STOCK,1
085910,085910,,STOCK,1
086040,086040,,STOCK,1
086060,086060,,STOCK,1
086280,086280,,STOCK,1
086390,086390,,STOCK,1
086450,086450,,STOCK,1
086520,086520,,STOCK,1
086670,086670,,STOCK,1
086710,086710,,STOCK,1
086790,086790,,STOCK,1
086820,086820,,STOCK,1
086890,086890,,STOCK,1
086900,086900,,STOCK,1
086960,086960,,STOCK,1
086980,086980,,STOCK,1
087010,087010,,STOCK,1
087260,087260,,STOCK,1
087600,087600,,STOCK,1
088130,088130,,STOCK,1
088280,088280,,STOCK,1
088290,088290,,STOCK,1
088340,088340,,STOCK,1
088350,088350,,STOCK,1
088390,088390,,STOCK,1
088790,088790,,STOCK,1
088800,088800,,STOCK,1
088910,088910,,STOCK,1
089010,089010,,STOCK,1
089030,089030,,STOCK,1
089140,089140,,STOCK,1
089150,089150,,STOCK,1
089230,089230,,STOCK,1
089470,089470,,STOCK,1
089590,089590,,STOCK,1
089600,089600,,STOCK,1
089790,089790,,STOCK,1
089850,089850,,STOCK,1
089860,089860,,STOCK,1
089890,089890,,STOCK,1
089970,089970,,STOCK,1
089980,089980,,STOCK,1
090080,090080,,STOCK,1
090150,090150,,STOCK,1
090350,090350,,STOCK,1
090360,090360,,STOCK,1
090370,090370,,STOCK,1
090410,090410,,STOCK,1
090430,090430,,STOCK,1
090460,090460,,STOCK,1
090470,090470,,STOCK,1
090710,090710,,STOCK,1
090850,090850,,STOCK,1
091120,091120,,STOCK,1
091340,091340,,STOCK,1
091440,091440,,STOCK,1
091580,091580,,STOCK,1
091590,091590,,STOCK,1
091700,091700,,STOCK,1
091810,091810,,STOCK,1
091970,091970,,STOCK,1
092040,092040,,STOCK,1
092070,092070,,STOCK,1
092130,092130,,STOCK,1
092190,092190,,STOCK,1
092200,092200,,STOCK,1
092220,092220,,STOCK,1
092230,092230,,STOCK,1
092300,092300,,STOCK,1
092440,092440,,STOCK,1
092460,092460,,STOCK,1
092600,092600,,STOCK,1
092730,092730,,STOCK,1
092780,092780,,STOCK,1
092790,092790,,STOCK,1
092870,092870,,STOCK,1
093050,093050,,STOCK,1
093190,093190,,STOCK,1
093240,093240,,STOCK,1
093320,093320,,STOCK,1
093370,093370,,STOCK,1
093380,093380,,STOCK,1
093520,093520,,STOCK,1
093640,093640,,STOCK,1
093920,093920,,STOCK,1
094170,094170,,STOCK,1
094280,094280,,STOCK,1
094360,094360,,STOCK,1
094480,094480,,STOCK,1
094820,094820,,STOCK,1
094840,094840,,STOCK,1
094850,094850,,STOCK,1
094860,094860,,STOCK,1
094940,094940,,STOCK,1
094970,094970,,STOCK,1
095190,095190,,STOCK,1
095270,095270,,STOCK,1
095340,095340,,STOCK,1
095500,095500,,STOCK,1
095570,095570,,STOCK,1
095610,095610,,STOCK,1
095660,095660,,STOCK,1
095700,095700,,STOCK,1
095720,095720,,STOCK,1
095910,095910,,STOCK,1
096240,096240,,STOCK,1
096250,096250,,STOCK,1
096350,096350,,STOCK,1
096530,096530,,STOCK,1
096630,096630,,STOCK,1
096690,096690,,STOCK,1
096760,096760,,STOCK,1
096770,096770,,STOCK,1
096870,096870,,STOCK,1
097230,097230,,STOCK,1
097520,097520,,STOCK,1
097780,097780,,STOCK,1
097800,097800,,STOCK,1
097870,097870,,STOCK,1
097950,097950,,STOCK,1
098070,098070,,STOCK,1
098120,098120,,STOCK,1
098460,098460,,STOCK,1
098660,098660,,STOCK,1
099190,099190,,STOCK,1
099220,099220,,STOCK,1
099320,099320,,STOCK,1
099390,099390,,STOCK,1
099410,099410,,STOCK,1
099430,099430,,STOCK,1
099440,099440,,STOCK,1
099520,099520,,STOCK,1
099750,099750,,STOCK,1
100030,100030,,STOCK,1
100090,100090,,STOCK,1
100120,100120,,STOCK,1
100130,100130,,STOCK,1
100220,100220,,STOCK,1
100250,100250,,STOCK,1
100590,100590,,STOCK,1
100660,100660,,STOCK,1
100700,100700,,STOCK,1
100790,100790,,STOCK,1
100840,100840,,STOCK,1
101000,101000,,STOCK,1
101140,101140,,STOCK,1
101160,101160,,STOCK,1
101170,101170,,STOCK,1
101240,101240,,STOCK,1
101330,101330,,STOCK,1
101360,101360,,STOCK,1
101400,101400,,STOCK,1
101490,101490,,STOCK,1
101530,101530,,STOCK,1
101670,101670,,STOCK,1
101680,101680,,STOCK,1
101730,101730,,STOCK,1
101930,101930,,STOCK,1
101970,101970,,STOCK,1
102120,102120,,STOCK,1
102260,102260,,STOCK,1
102370,102370,,STOCK,1
102460,102460,,STOCK,1
102710,102710,,STOCK,1
102940,102940,,STOCK,1
103140,103140,,STOCK,1
103230,103230,,STOCK,1
103590,103590,,STOCK,1
103840,103840,,STOCK,1
104040,104040,,STOCK,1
104200,104200,,STOCK,1
104460,104460,,STOCK,1
104480,104480,,STOCK,1
104540,104540,,STOCK,1
104620,104620,,STOCK,1
104700,104700,,STOCK,1
104830,104830,,STOCK,1
105330,105330,,STOCK,1
105550,105550,,STOCK,1
105560,105560,,STOCK,1
105630,105630,,STOCK,1
105740,105740,,STOCK,1
105760,105760,,STOCK,1
105840,105840,,STOCK,1
106080,106080,,STOCK,1
106190,106190,,STOCK,1
106240,106240,,STOCK,1
107590,107590,,STOCK,1
107600,107600,,STOCK,1
107640,107640,,STOCK,1
108230,108230,,STOCK,1
108320,108320,,STOCK,1
108380,108380,,STOCK,1
108490,108490,,STOCK,1
108670,108670,,STOCK,1
108860,108860,,STOCK,1
109070,109070,,STOCK,1
109080,109080,,STOCK,1
109610,109610,,STOCK,1
109670,109670,,STOCK,1
109740,109740,,STOCK,1
109820,109820,,STOCK,1
109860,109860,,STOCK,1
109960,109960,,STOCK,1
110020,110020,,STOCK,1
110790,110790,,STOCK,1
110990,110990,,STOCK,1
111110,111110,,STOCK,1
111380,111380,,STOCK,1
111710,111710,,STOCK,1
111770,111770,,STOCK,1
112040,112040,,STOCK,1
112290,112290,,STOCK,1
112610,112610,,STOCK,1
113810,113810,,STOCK,1
114090,114090,,STOCK,1
114190,114190,,STOCK,1
114450,114450,,STOCK,1
114630,114630,,STOCK,1
114810,114810,,STOCK,1
114840,114840,,STOCK,1
115160,115160,,STOCK,1
115180,115180,,STOCK,1
115310,115310,,STOCK,1
115440,115440,,STOCK,1
115450,115450,,STOCK,1
115480,115480,,STOCK,1
115500,115500,,STOCK,1
115530,115530,,STOCK,1
115570,115570,,STOCK,1
115610,115610,,STOCK,1
117580,117580,,STOCK,1
117670,117670,,STOCK,1
117730,117730,,STOCK,1
118000,118000,,STOCK,1
118990,118990,,STOCK,1
119500,119500,,STOCK,1
119610,119610,,STOCK,1
119650,119650,,STOCK,1
119830,119830,,STOCK,1
119850,119850,,STOCK,1
120030,120030,,STOCK,1
120110,120110,,STOCK,1
120240,120240,,STOCK,1
121440,121440,,STOCK,1
121600,121600,,STOCK,1
121800,121800,,STOCK,1
121890,121890,,STOCK,1
122310,122310,,STOCK,1
122350,122350,,STOCK,1
122450,122450,,STOCK,1
122640,122640,,STOCK,1
122690,122690,,STOCK,1
122870,122870,,STOCK,1
122900,122900,,STOCK,1
122990,122990,,STOCK,1
123010,123010,,STOCK,1
123040,123040,,STOCK,1
123330,123330,,STOCK,1
123410,123410,,STOCK,1
123420,123420,,STOCK,1
123570,123570,,STOCK,1
123690,123690,,STOCK,1
123700,123700,,STOCK,1
123750,123750,,STOCK,1
123840,123840,,STOCK,1
123860,123860,,STOCK,1
123890,123890,,STOCK,1
124500,124500,,STOCK,1
124560,124560,,STOCK,1
125020,125020,,STOCK,1
125210,125210,,STOCK,1
125490,125490,,STOCK,1
126340,126340,,STOCK,1
126560,126560,,STOCK,1
126600,126600,,STOCK,1
126640,126640,,STOCK,1
126700,126700,,STOCK,1
126720,126720,,STOCK,1
126730,126730,,STOCK,1
126880,126880,,STOCK,1
127120,127120,,STOCK,1
127710,127710,,STOCK,1
127980,127980,,STOCK,1
128540,128540,,STOCK,1
128660,128660,,STOCK,1
128820,128820,,STOCK,1
128940,128940,,STOCK,1
129260,129260,,STOCK,1
129890,129890,,STOCK,1
129920,129920,,STOCK,1
130500,130500,,STOCK,1
130580,130580,,STOCK,1
130660,130660,,STOCK,1
130740,130740,,STOCK,1
131030,131030,,STOCK,1
131090,131090,,STOCK,1
131100,131100,,STOCK,1
131180,131180,,STOCK,1
131220,131220,,STOCK,1
131290,131290,,STOCK,1
131370,131370,,STOCK,1
131400,131400,,STOCK,1
131760,131760,,STOCK,1
131970,131970,,STOCK,1
133750,133750,,STOCK,1
133820,133820,,STOCK,1
134060,134060,,STOCK,1
134380,134380,,STOCK,1
134580,134580,,STOCK,1
134790,134790,,STOCK,1
136150,136150,,STOCK,1
136410,136410,,STOCK,1
136480,136480,,STOCK,1
136490,136490,,STOCK,1
136540,136540,,STOCK,1
137080,137080,,STOCK,1
137310,137310,,STOCK,1
137400,137400,,STOCK,1
137940,137940,,STOCK,1
137950,137950,,STOCK,1
138040,138040,,STOCK,1
138070,138070,,STOCK,1
138080,138080,,STOCK,1
138360,138360,,STOCK,1
138610,138610,,STOCK,1
138930,138930,,STOCK,1
139130,139130,,STOCK,1
139480,139480,,STOCK,1
139670,139670,,STOCK,1
139990,139990,,STOCK,1
140070,140070,,STOCK,1
140410,140410,,STOCK,1
140430,140430,,STOCK,1
140520,140520,,STOCK,1
140670,140670,,STOCK,1
140860,140860,,STOCK,1
141000,141000,,STOCK,1
141080,141080,,STOCK,1
142210,142210,,STOCK,1
142280,142280,,STOCK,1
142760,142760,,STOCK,1
143160,143160,,STOCK,1
143210,143210,,STOCK,1
143240,143240,,STOCK,1
143540,143540,,STOCK,1
144510,144510,,STOCK,1
144960,144960,,STOCK,1
145020,145020,,STOCK,1
145170,145170,,STOCK,1
145210,145210,,STOCK,1
145720,145720,,STOCK,1
145990,145990,,STOCK,1
146060,146060,,STOCK,1
146320,146320,,STOCK,1
147760,147760,,STOCK,1
147830,147830,,STOCK,1
148150,148150,,STOCK,1
148250,148250,,STOCK,1
148780,148780,,STOCK,1
148930,148930,,STOCK,1
149950,149950,,STOCK,1
149980,149980,,STOCK,1
150900,150900,,STOCK,1
151860,151860,,STOCK,1
153460,153460,,STOCK,1
153490,153490,,STOCK,1
153710,153710,,STOCK,1
153890,153890,,STOCK,1
154030,154030,,STOCK,1
154040,154040,,STOCK,1
155650,155650,,STOCK,1
155660,155660,,STOCK,1
156100,156100,,STOCK,1
158430,158430,,STOCK,1
159010,159010,,STOCK,1
159580,159580,,STOCK,1
159910,159910,,STOCK,1
160190,160190,,STOCK,1
160550,160550,,STOCK,1
160980,160980,,STOCK,1
161000,161000,,STOCK,1
161390,161390,,STOCK,1
161580,161580,,STOCK,1
161890,161890,,STOCK,1
162300,162300,,STOCK,1
163280,163280,,STOCK,1
163560,163560,,STOCK,1
163730,163730,,STOCK,1
166090,166090,,STOCK,1
166480,166480,,STOCK,1
168330,168330,,STOCK,1
168360,168360,,STOCK,1
169330,169330,,STOCK,1
170030,170030,,STOCK,1
170790,170790,,STOCK,1
170900,170900,,STOCK,1
170920,170920,,STOCK,1
171010,171010,,STOCK,1
171090,171090,,STOCK,1
171120,171120,,STOCK,1
172670,172670,,STOCK,1
173130,173130,,STOCK,1
173940,173940,,STOCK,1
174900,174900,,STOCK,1
175140,175140,,STOCK,1
175250,175250,,STOCK,1
175330,175330,,STOCK,1
176750,176750,,STOCK,1
177350,177350,,STOCK,1
177830,177830,,STOCK,1
177900,177900,,STOCK,1
178320,178320,,STOCK,1
178780,178780,,STOCK,1
178920,178920,,STOCK,1
179290,179290,,STOCK,1
179530,179530,,STOCK,1
179900,179900,,STOCK,1
180400,180400,,STOCK,1
180640,180640,,STOCK,1
181710,181710,,STOCK,1
182360,182360,,STOCK,1
182400,182400,,STOCK,1
183190,183190,,STOCK,1
183300,183300,,STOCK,1
183490,183490,,STOCK,1
184230,184230,,STOCK,1
185490,185490,,STOCK,1
185750,185750,,STOCK,1
186230,186230,,STOCK,1
187220,187220,,STOCK,1
187270,187270,,STOCK,1
187420,187420,,STOCK,1
187660,187660,,STOCK,1
187790,187790,,STOCK,1
187870,187870,,STOCK,1
188040,188040,,STOCK,1
188260,188260,,STOCK,1
189300,189300,,STOCK,1
189330,189330,,STOCK,1
189690,189690,,STOCK,1
189860,189860,,STOCK,1
189980,189980,,STOCK,1
190510,190510,,STOCK,1
190650,190650,,STOCK,1
191410,191410,,STOCK,1
191420,191420,,STOCK,1
192080,192080,,STOCK,1
192250,192250,,STOCK,1
192390,192390,,STOCK,1
192400,192400,,STOCK,1
192410,192410,,STOCK,1
192440,192440,,STOCK,1
192650,192650,,STOCK,1
192820,192820,,STOCK,1
193250,193250,,STOCK,1
194370,194370,,STOCK,1
194480,194480,,STOCK,1
194700,194700,,STOCK,1
195500,195500,,STOCK,1
195870,195870,,STOCK,1
195940,195940,,STOCK,1
195990,195990,,STOCK,1
196170,196170,,STOCK,1
196300,196300,,STOCK,1
196450,196450,,STOCK,1
196490,196490,,STOCK,1
196700,196700,,STOCK,1
197140,197140,,STOCK,1
198080,198080,,STOCK,1
198440,198440,,STOCK,1
198940,198940,,STOCK,1
199430,199430,,STOCK,1
199480,199480,,STOCK,1
199550,199550,,STOCK,1
199730,199730,,STOCK,1
199800,199800,,STOCK,1
199820,199820,,STOCK,1
200130,200130,,STOCK,1
200230,200230,,STOCK,1
200350,200350,,STOCK,1
200470,200470,,STOCK,1
200670,200670,,STOCK,1
200710,200710,,STOCK,1
200780,200780,,STOCK,1
200880,200880,,STOCK,1
201490,201490,,STOCK,1
203400,203400,,STOCK,1
203450,203450,,STOCK,1
203650,203650,,STOCK,1
204020,204020,,STOCK,1
204270,204270,,STOCK,1
204320,204320,,STOCK,1
204610,204610,,STOCK,1
204620,204620,,STOCK,1
204840,204840,,STOCK,1
205100,205100,,STOCK,1
205470,205470,,STOCK,1
205500,205500,,STOCK,1
206400,206400,,STOCK,1
206560,206560,,STOCK,1
206640,206640,,STOCK,1
206650,206650,,STOCK,1
207760,207760,,STOCK,1
207940,207940,,STOCK,1
208140,208140,,STOCK,1
208350,208350,,STOCK,1
208370,208370,,STOCK,1
208640,208640,,STOCK,1
208710,208710,,STOCK,1
208860,208860,,STOCK,1
209640,209640,,STOCK,1
210120,210120,,STOCK,1
210540,210540,,STOCK,1
210980,210980,,STOCK,1
211050,211050,,STOCK,1
211270,211270,,STOCK,1
212560,212560,,STOCK,1
212710,212710,,STOCK,1
213420,213420,,STOCK,1
213500,213500,,STOCK,1
214150,214150,,STOCK,1
214180,214180,,STOCK,1
214260,214260,,STOCK,1
214270,214270,,STOCK,1
214320,214320,,STOCK,1
214330,214330,,STOCK,1
214370,214370,,STOCK,1
214390,214390,,STOCK,1
214420,214420,,STOCK,1
214430,214430,,STOCK,1
214450,214450,,STOCK,1
214610,214610,,STOCK,1
214680,214680,,STOCK,1
215000,215000,,STOCK,1
215090,215090,,STOCK,1
215100,215100,,STOCK,1
215200,215200,,STOCK,1
215360,215360,,STOCK,1
215380,215380,,STOCK,1
215480,215480,,STOCK,1
215600,215600,,STOCK,1
215790,215790,,STOCK,1
216050,216050,,STOCK,1
216080,216080,,STOCK,1
217190,217190,,STOCK,1
217270,217270,,STOCK,1
217330,217330,,STOCK,1
217480,217480,,STOCK,1
217500,217500,,STOCK,1
217590,217590,,STOCK,1
217730,217730,,STOCK,1
217820,217820,,STOCK,1
218150,218150,,STOCK,1
218410,218410,,STOCK,1
219130,219130,,STOCK,1
219420,219420,,STOCK,1
219550,219550,,STOCK,1
219750,219750,,STOCK,1
220100,220100,,STOCK,1
220180,220180,,STOCK,1
220260,220260,,STOCK,1
221800,221800,,STOCK,1
221840,221840,,STOCK,1
221980,221980,,STOCK,1
222040,222040,,STOCK,1
222080,222080,,STOCK,1
222110,222110,,STOCK,1
222420,222420,,STOCK,1
222800,222800,,STOCK,1
222980,222980,,STOCK,1
223250,223250,,STOCK,1
223310,223310,,STOCK,1
224060,224060,,STOCK,1
224110,224110,,STOCK,1
225190,225190,,STOCK,1
225220,225220,,STOCK,1
225430,225430,,STOCK,1
225530,225530,,STOCK,1
225570,225570,,STOCK,1
225590,225590,,STOCK,1
226320,226320,,STOCK,1
226330,226330,,STOCK,1
226340,226340,,STOCK,1
226400,226400,,STOCK,1
226590,226590,,STOCK,1
226950,226950,,STOCK,1
227610,227610,,STOCK,1
227840,227840,,STOCK,1
227950,227950,,STOCK,1
228340,228340,,STOCK,1
228670,228670,,STOCK,1
228760,228760,,STOCK,1
228850,228850,,STOCK,1
229000,229000,,STOCK,1
229640,229640,,STOCK,1
230240,230240,,STOCK,1
232140,232140,,STOCK,1
232680,232680,,STOCK,1
232830,232830,,STOCK,1
234030,234030,,STOCK,1
234080,234080,,STOCK,1
234100,234100,,STOCK,1
234300,234300,,STOCK,1
234340,234340,,STOCK,1
234690,234690,,STOCK,1
234920,234920,,STOCK,1
235980,235980,,STOCK,1
236200,236200,,STOCK,1
236810,236810,,STOCK,1
237690,237690,,STOCK,1
237750,237750,,STOCK,1
237820,237820,,STOCK,1
237880,237880,,STOCK,1
238090,238090,,STOCK,1
238120,238120,,STOCK,1
238200,238200,,STOCK,1
238490,238490,,STOCK,1
239340,239340,,STOCK,1
239610,239610,,STOCK,1
239890,239890,,STOCK,1
240550,240550,,STOCK,1
240600,240600,,STOCK,1
240810,240810,,STOCK,1
241520,241520,,STOCK,1
241560,241560,,STOCK,1
241590,241590,,STOCK,1
241690,241690,,STOCK,1
241710,241710,,STOCK,1
241770,241770,,STOCK,1
241790,241790,,STOCK,1
241820,241820,,STOCK,1
241840,241840,,STOCK,1
242040,242040,,STOCK,1
243070,243070,,STOCK,1
243840,243840,,STOCK,1
244460,244460,,STOCK,1
244920,244920,,STOCK,1
245620,245620,,STOCK,1
246250,246250,,STOCK,1
246690,246690,,STOCK,1
246710,246710,,STOCK,1
246720,246720,,STOCK,1
246960,246960,,STOCK,1
247540,247540,,STOCK,1
247660,247660,,STOCK,1
248070,248070,,STOCK,1
248170,248170,,STOCK,1
249420,249420,,STOCK,1
250000,250000,,STOCK,1
250060,250060,,STOCK,1
250930,250930,,STOCK,1
251120,251120,,STOCK,1
251270,251270,,STOCK,1
251370,251370,,STOCK,1
251630,251630,,STOCK,1
251970,251970,,STOCK,1
252500,252500,,STOCK,1
252990,252990,,STOCK,1
253450,253450,,STOCK,1
253590,253590,,STOCK,1
253840,253840,,STOCK,1
254120,254120,,STOCK,1
254490,254490,,STOCK,1
255220,255220,,STOCK,1
255440,255440,,STOCK,1
256150,256150,,STOCK,1
256630,256630,,STOCK,1
256840,256840,,STOCK,1
256940,256940,,STOCK,1
