날짜,재생종목,거래,승,실현손익,평가금액,일수익률%,누적수익률%,보유종목,비고
2026-02-27,61,9,2,-85061,12817781,-0.731,28.178,8,
2026-03-03,62,11,1,-326095,12490940,-2.550,24.909,7,
2026-03-04,63,7,2,110221,12609804,0.952,26.098,1,
2026-03-05,60,4,1,-83080,12529947,-0.633,25.299,7,
2026-03-06,62,11,6,434343,12998525,3.740,29.985,7,
2026-03-09,61,8,3,-77330,12922379,-0.586,29.224,8,
2026-03-10,62,11,5,217747,13148186,1.747,31.482,7,
2026-03-11,61,10,8,158426,13274329,0.959,32.743,8,
2026-03-12,60,9,3,-606,13291209,0.127,32.912,8,
2026-03-13,61,10,3,-94006,13196010,-0.716,31.960,7,
2026-03-16,61,7,6,157753,13346122,1.138,33.461,7,
2026-03-17,60,10,7,182837,13457083,0.831,34.571,8,
2026-03-18,62,15,12,555514,14088882,4.695,40.889,7,
2026-03-19,60,7,0,-181762,13912692,-1.251,39.127,8,
2026-03-20,61,11,8,327763,14216160,2.181,42.162,8,
2026-03-23,62,9,3,-180259,14055972,-1.127,40.560,8,
2026-03-24,65,11,8,250905,14301770,1.749,43.018,8,
2026-03-25,61,11,11,632615,14912481,4.270,49.125,7,
2026-03-26,62,9,2,-127984,14787534,-0.838,47.875,7,
2026-03-27,61,7,2,-57674,14741584,-0.311,47.416,8,
2026-03-30,63,8,0,-337842,14406631,-2.272,44.066,7,
2026-03-31,61,7,4,-7286,14378086,-0.198,43.781,8,
2026-04-01,63,9,4,-233716,14169830,-1.448,41.698,7,
2026-04-02,60,8,7,58486,14272037,0.721,42.720,7,
2026-04-03,61,11,8,532580,14722994,3.160,47.230,8,
2026-04-06,61,10,4,-103021,14670068,-0.359,46.701,8,
2026-04-07,60,9,5,218925,14822967,1.042,48.230,7,
2026-04-08,60,9,7,396777,15271397,3.025,52.714,8,
2026-04-09,60,10,3,-57154,15228721,-0.279,52.287,7,
2026-04-10,62,10,7,108196,15283950,0.363,52.840,8,
2026-04-13,61,9,3,21026,15330925,0.307,53.309,7,
2026-04-14,60,7,5,243719,15532455,1.315,55.325,8,
2026-04-15,60,10,10,505651,16079421,3.521,60.794,7,
2026-04-16,62,9,8,522704,16579836,3.112,65.798,9,
2026-04-17,62,11,5,-281625,16292959,-1.730,62.930,7,
2026-04-20,63,9,3,-77555,16250859,-0.258,62.509,8,
2026-04-21,61,12,9,380578,16651702,2.467,66.517,7,
2026-04-22,61,12,7,581262,17202962,3.311,72.030,8,
2026-04-23,62,11,4,-175103,17035396,-0.974,70.354,7,
2026-04-24,61,11,7,277069,17328393,1.720,73.284,7,
2026-04-27,60,12,10,388109,17726611,2.298,77.266,8,
2026-04-28,60,11,5,-77368,17623838,-0.580,76.238,8,
2026-04-29,60,12,6,211684,17845714,1.259,78.457,8,
2026-04-30,61,11,4,-204073,17620859,-1.260,76.209,8,
2026-05-04,61,9,9,455777,18086114,2.640,80.861,7,
2026-05-06,60,8,7,604528,18672110,3.240,86.721,7,
2026-05-07,60,8,6,241817,18937630,1.422,89.376,7,
2026-05-08,63,9,2,-59117,18878270,-0.313,88.783,8,
2026-05-11,61,14,7,33254,18907815,0.157,89.078,0,
2026-05-12,60,4,0,-272178,18715142,-1.019,87.151,7,
2026-05-13,62,7,5,85622,18725197,0.054,87.252,7,
2026-05-14,60,10,7,347228,19078822,1.888,90.788,7,
2026-05-15,60,9,5,282401,19432879,1.856,94.329,8,
2026-05-18,62,9,6,154928,19511215,0.403,95.112,8,
2026-05-19,60,10,2,-118496,19387320,-0.635,93.873,0,
2026-05-20,60,0,0,0,19434857,0.245,94.349,6,
2026-05-21,61,10,8,699317,20058163,3.207,100.582,7,
2026-05-22,60,12,7,262035,20302730,1.219,103.027,7,
2026-05-26,60,10,6,196318,20558488,1.260,105.585,6,
2026-05-27,60,6,6,349124,21009535,2.194,110.095,6,
2026-05-28,62,7,2,-2207,20949595,-0.285,109.496,7,
2026-05-29,62,11,8,689308,21569014,2.957,115.690,6,
2026-06-01,60,8,4,-45583,21521649,-0.220,115.216,7,
2026-06-02,60,7,3,-384504,21230190,-1.354,112.302,8,
2026-06-04,62,9,4,-165779,20954646,-1.298,109.546,8,
2026-06-05,63,10,1,-605549,20379800,-2.743,103.798,0,
2026-06-08,60,1,0,-78943,20212688,-0.820,102.127,8,
2026-06-09,66,8,5,170255,20483998,1.342,104.840,6,
2026-06-10,64,6,0,-211542,20334843,-0.728,103.348,8,
2026-06-11,62,8,2,-46986,20297809,-0.182,102.978,6,
2026-06-12,61,7,5,639531,20833153,2.637,108.332,7,
2026-06-15,61,10,8,206327,21045182,1.018,110.452,6,
2026-06-16,61,7,5,75842,21140145,0.451,111.401,6,
2026-06-17,60,6,5,102420,21206916,0.316,112.069,6,
2026-06-18,60,6,2,-1266,21227856,0.099,112.279,5,
2026-06-19,61,5,4,77754,21290001,0.293,112.900,4,
2026-06-22,60,4,0,-57097,21284849,-0.024,112.848,6,
2026-06-23,62,6,1,-39541,21175220,-0.515,111.752,4,
2026-06-24,62,5,2,-110814,21127110,-0.227,111.271,5,
2026-06-25,60,5,5,406562,21465662,1.602,114.657,5,
2026-06-26,62,6,1,-224400,21341742,-0.577,113.417,8,
2026-06-29,62,10,8,421918,21721000,1.777,117.210,7,
2026-06-30,61,7,5,99064,21798871,0.359,117.989,5,
2026-07-01,60,5,2,-6050,21828937,0.138,118.289,6,
2026-07-02,63,6,0,-358058,21427485,-1.839,114.275,8,
2026-07-03,61,9,2,-136620,21330061,-0.455,113.301,6,
2026-07-06,60,7,3,-4568,21330718,0.003,113.307,8,
2026-07-07,62,8,1,-487983,20833753,-2.330,108.338,8,
2026-07-08,61,7,2,-9881,20850436,0.080,108.504,9,
2026-07-09,64,12,4,-179656,20701939,-0.712,107.019,7,
2026-07-10,60,8,8,635480,21229770,2.550,112.298,8,
2026-07-13,61,8,4,-30268,21155185,-0.351,111.552,8,
2026-07-14,60,9,5,-17937,21183597,0.134,111.836,7,
2026-07-15,62,10,8,421916,21581540,1.879,115.815,7,
2026-07-16,63,7,0,-528863,21063002,-2.403,110.630,8,
2026-07-20,63,8,2,-290636,20936722,-0.600,109.367,8,
2026-07-21,68,8,3,-53167,20714441,-1.062,107.144,7,
2026-07-22,60,9,7,123546,20813072,0.476,108.131,8,
2026-07-23,60,9,7,454710,21369016,2.671,113.690,7,
2026-07-24,63,7,1,-146149,21167185,-0.945,111.672,8,
2026-07-27,62,9,3,-159232,21029747,-0.649,110.297,7,
2026-07-28,63,7,0,-459258,20641989,-1.844,106.420,8,
2026-07-29,66,8,7,588773,21209522,2.749,112.095,7,
2026-07-30,61,7,5,120166,21237498,0.132,112.375,8,
2026-07-31,60,8,6,281474,21517707,1.319,115.177,7,
2026-08-03,60,7,2,8045,21634533,0.543,116.345,8,
2026-08-04,60,9,5,60900,21649942,0.071,116.499,8,
2026-08-05,60,8,6,466634,22079825,1.986,120.798,7,
2026-08-06,61,7,1,-192565,21873427,-0.935,118.734,8,
2026-08-07,61,8,2,-7990,21914380,0.187,119.144,7,
2026-08-10,60,10,5,165556,22124010,0.957,121.240,8,
2026-08-11,62,10,2,-22647,22048092,-0.343,120.481,8,
2026-08-12,60,11,8,428265,22450424,1.825,124.504,8,
2026-08-13,61,10,6,427413,22911853,2.055,129.119,8,
2026-08-14,61,10,7,276911,23170181,1.127,131.702,8,
2026-08-18,60,10,6,134430,23378048,0.897,133.780,7,
2026-08-19,61,7,1,-407124,22897565,-2.055,128.976,8,
2026-08-20,61,9,4,-101349,22789258,-0.473,127.893,7,
2026-08-21,61,7,0,-207575,22573216,-0.948,125.732,7,
2026-08-24,61,7,1,-78527,22524956,-0.214,125.250,8,
2026-08-25,61,8,1,-115061,22400011,-0.555,124.000,8,
2026-08-26,61,12,7,218608,22645183,1.095,126.452,8,
2026-08-27,60,13,6,83105,22736654,0.404,127.367,6,
2026-08-28,61,6,3,-9182,22777527,0.180,127.775,7,
2026-08-31,61,8,4,93118,22766690,-0.048,127.667,8,
2026-09-01,60,10,3,-167711,22627734,-0.610,126.277,8,
2026-09-02,62,8,1,-322528,22292344,-1.482,122.923,8,
2026-09-03,64,8,5,40456,22314824,0.101,123.148,8,
2026-09-04,60,10,6,-2351,22328239,0.060,123.282,8,
2026-09-07,61,9,7,235999,22571152,1.088,125.712,7,
2026-09-08,60,11,8,200669,22771677,0.888,127.717,7,
2026-09-09,61,10,5,11103,22804402,0.144,128.044,7,
2026-09-10,61,7,3,-122048,22641994,-0.712,126.420,7,
2026-09-11,63,7,1,-46868,22595803,-0.204,125.958,8,
2026-09-14,60,11,5,-2799,22621153,0.112,126.212,8,
2026-09-15,62,10,3,-167003,22467356,-0.680,124.674,8,
2026-09-16,61,8,3,-115284,22332514,-0.600,123.325,6,
2026-09-17,61,7,7,408018,22763989,1.932,127.640,8,
2026-09-18,62,9,6,80782,22808131,0.194,128.081,7,
2026-09-21,61,8,6,48675,22863545,0.243,128.635,7,
2026-09-22,61,8,6,132335,22983168,0.523,129.832,8,
2026-09-23,62,10,4,52826,23082097,0.430,130.821,7,
