날짜,재생종목,거래,승,실현손익,평가금액,일수익률%,누적수익률%,보유종목,비고
2026-04-07,40,3,3,123337,10228264,1.131,2.283,1,
2026-04-08,41,3,1,-24103,10206423,-0.214,2.064,2,
2026-04-09,42,3,1,-36548,10175880,-0.299,1.759,2,
2026-04-10,42,4,4,58430,10219284,0.427,2.193,2,
2026-04-13,40,3,2,25488,10275877,0.554,2.759,2,
2026-04-14,42,3,1,-347,10257479,-0.179,2.575,1,
2026-04-15,41,4,3,27913,10289076,0.308,2.891,2,
2026-04-16,42,5,4,63237,10351786,0.609,3.518,2,
2026-04-17,42,2,0,-41305,10300828,-0.492,3.008,2,
2026-04-20,42,3,2,17026,10326251,0.247,3.263,2,
2026-04-21,42,4,2,-8811,10318615,-0.074,3.186,2,
2026-04-22,41,4,3,3995,10314436,-0.040,3.144,2,
2026-04-23,40,5,2,-49947,10266086,-0.469,2.661,1,
2026-04-24,40,3,1,-26870,10239924,-0.255,2.399,2,
2026-04-27,41,4,2,-14559,10212245,-0.270,2.122,2,
2026-04-28,42,5,1,-65181,10162096,-0.491,1.621,1,
2026-04-29,41,3,0,-177791,9981525,-1.777,-0.185,0,
2026-04-30,40,1,1,4488,10010275,0.288,0.103,1,
2026-05-04,41,6,2,-23286,9952053,-0.582,-0.479,2,
2026-05-06,41,3,1,-7771,9953400,0.014,-0.466,2,
2026-05-07,41,3,2,1219,9966523,0.132,-0.335,2,
2026-05-08,41,5,3,4073,9962993,-0.035,-0.370,2,
2026-05-11,40,5,3,70335,10030578,0.678,0.306,0,
2026-05-12,40,2,1,10277,10040855,0.102,0.409,0,
2026-05-13,40,1,0,-26708,10019465,-0.213,0.195,1,
2026-05-14,41,2,2,19323,10037676,0.182,0.377,2,
2026-05-15,41,4,1,-21805,10011663,-0.259,0.117,0,
2026-05-18,40,3,2,36415,10055958,0.442,0.560,2,
2026-05-19,41,5,2,-16001,10027981,-0.278,0.280,1,
2026-05-20,41,2,1,11472,10033257,0.053,0.333,2,
2026-05-21,42,5,3,23467,10062920,0.296,0.629,2,
2026-05-22,41,3,1,20468,10092192,0.291,0.922,2,
2026-05-26,42,4,2,11780,10092282,0.001,0.923,1,
2026-05-27,40,4,1,-38964,10058850,-0.331,0.588,1,
2026-05-28,41,4,3,23785,10087014,0.280,0.870,1,
2026-05-29,40,4,1,-46265,10035881,-0.507,0.359,2,
2026-06-01,41,3,3,52652,10092351,0.563,0.924,2,
2026-06-02,41,4,2,-13792,10111535,0.190,1.115,2,
2026-06-04,41,4,2,-10071,10077009,-0.341,0.770,2,
2026-06-05,42,4,3,-2534,10052270,-0.245,0.523,1,
2026-06-08,41,2,0,-89514,9967485,-0.843,-0.325,1,
2026-06-09,41,1,0,-21133,9947481,-0.201,-0.525,2,
2026-06-10,41,4,1,-57014,9905427,-0.423,-0.946,2,
2026-06-11,42,2,1,-10116,9880945,-0.247,-1.191,1,
2026-06-12,41,3,2,1633,9887919,0.071,-1.121,0,
2026-06-15,40,3,1,-18087,9867241,-0.209,-1.328,1,
2026-06-16,40,3,2,3537,9878877,0.118,-1.211,1,
2026-06-17,41,3,2,-6753,9866614,-0.124,-1.334,0,
2026-06-18,40,1,0,-23398,9845343,-0.216,-1.547,2,
2026-06-19,40,2,2,18303,9861519,0.164,-1.385,0,
2026-06-22,40,2,1,-2445,9871318,0.099,-1.287,2,
2026-06-23,42,2,0,-34131,9824943,-0.470,-1.751,0,
2026-06-24,40,2,1,26070,9847320,0.228,-1.527,1,
2026-06-25,41,3,2,12460,9861917,0.148,-1.381,1,
2026-06-26,41,2,0,-35246,9828225,-0.342,-1.718,0,
2026-06-29,40,3,1,5945,9834610,0.065,-1.654,1,
2026-06-30,41,1,0,-12386,9819229,-0.156,-1.808,1,
2026-07-01,41,1,0,-11818,9809965,-0.094,-1.900,0,
2026-07-02,40,2,1,-7282,9802683,-0.074,-1.973,0,
2026-07-03,40,2,0,-43405,9759109,-0.445,-2.409,2,
2026-07-06,40,3,2,5910,9826226,0.688,-1.738,2,
2026-07-07,41,4,1,-46550,9720343,-1.078,-2.797,1,
2026-07-08,41,1,0,-19986,9698196,-0.228,-3.018,2,
2026-07-09,42,4,2,-41535,9643536,-0.564,-3.565,1,
2026-07-10,40,3,3,40059,9685617,0.436,-3.144,2,
2026-07-13,40,5,4,31899,9721484,0.370,-2.785,1,
2026-07-14,40,1,0,-26788,9709306,-0.125,-2.907,2,
2026-07-15,41,5,4,43739,9748337,0.402,-2.517,1,
2026-07-16,40,2,0,-45327,9702643,-0.469,-2.974,1,
2026-07-20,41,2,1,-19081,9681614,-0.217,-3.184,0,
2026-07-21,40,0,0,0,9676107,-0.057,-3.239,2,
2026-07-22,41,4,3,38592,9720204,0.456,-2.798,0,
2026-07-23,40,2,1,-23208,9702178,-0.185,-2.978,2,
2026-07-24,42,3,1,-37628,9653102,-0.506,-3.469,2,
2026-07-27,41,4,1,-49202,9610581,-0.440,-3.894,2,
2026-07-28,42,3,0,-135766,9467342,-1.490,-5.327,1,
2026-07-29,40,1,0,-14354,9473262,0.063,-5.267,1,
2026-07-30,40,2,2,51903,9511947,0.408,-4.881,0,
2026-07-31,40,1,0,-20224,9488950,-0.242,-5.110,2,
2026-08-03,42,4,0,-83340,9405086,-0.884,-5.949,2,
2026-08-04,41,4,3,93948,9502331,1.034,-4.977,0,
2026-08-05,40,2,0,-43301,9458081,-0.466,-5.419,2,
2026-08-06,41,2,1,11506,9456188,-0.020,-5.438,2,
2026-08-07,40,5,3,-10279,9460667,0.047,-5.393,1,
2026-08-10,40,2,1,2890,9465776,0.054,-5.342,2,
2026-08-11,41,3,0,-60075,9401647,-0.677,-5.984,2,
2026-08-12,40,3,2,-1723,9402650,0.011,-5.974,2,
2026-08-13,41,4,3,423,9400078,-0.027,-5.999,1,
2026-08-14,41,2,1,31,9399823,-0.003,-6.002,2,
2026-08-18,41,5,3,9095,9410891,0.118,-5.891,0,
2026-08-19,40,1,1,15113,9426004,0.161,-5.740,0,
2026-08-20,40,0,0,0,9425860,-0.002,-5.741,2,
2026-08-21,42,3,1,2894,9430143,0.045,-5.699,2,
2026-08-24,42,4,1,-15747,9410086,-0.213,-5.899,2,
2026-08-25,42,2,0,-51887,9355888,-0.576,-6.441,2,
2026-08-26,40,3,1,-33694,9325592,-0.324,-6.744,2,
2026-08-27,41,5,2,-14311,9312575,-0.140,-6.874,1,
2026-08-28,41,3,1,-691,9319526,0.075,-6.805,2,
2026-08-31,41,5,2,-4523,9311481,-0.086,-6.885,2,
2026-09-01,41,5,3,43254,9350055,0.414,-6.499,2,
2026-09-02,41,4,1,-51058,9296675,-0.571,-7.033,1,
2026-09-03,41,4,2,-33323,9264862,-0.342,-7.351,1,
2026-09-04,41,1,0,-6277,9259165,-0.061,-7.408,2,
2026-09-07,41,3,2,23495,9286084,0.291,-7.139,2,
2026-09-08,40,4,4,58288,9342417,0.607,-6.576,0,
2026-09-09,40,2,0,-23475,9321314,-0.226,-6.787,2,
2026-09-10,42,4,2,12521,9321391,0.001,-6.786,2,
2026-09-11,42,4,0,-101122,9223207,-1.053,-7.768,2,
2026-09-14,41,3,1,34119,9265422,0.458,-7.346,2,
2026-09-15,41,5,1,-39895,9222621,-0.462,-7.774,2,
2026-09-16,41,4,2,-10139,9217150,-0.059,-7.828,1,
2026-09-17,40,2,1,4591,9219015,0.020,-7.810,0,
2026-09-18,40,2,0,-40519,9178496,-0.440,-8.215,0,
2026-09-21,40,1,0,-18553,9160109,-0.200,-8.399,2,
2026-09-22,41,5,4,17704,9169866,0.107,-8.301,1,
2026-09-23,40,4,3,22450,9205720,0.391,-7.943,2,
