신호ID,종목코드,종목명,전략,운용,시각,가격,결과,상세,후속결정,신호근거,등락률%,VWAP이격%,범위위치,체결강도,거래량배수,스프레드틱,5분후,15분후,30분후,60분후,60분최고,60분최저
050890#566-S20260403090517,050890,쏠리드,ORB,FullAuto,2026-04-03 09:05:17,16420,진입,,,"ORB5 고가 16,400 돌파 (범위 5.9%)",8.96,2.93,1,255.4,2.44,1,,,,,,
028050#568-S20260403090530,028050,삼성E&A,ORB,FullAuto,2026-04-03 09:05:30,38075,진입,,,"ORB5 고가 38,000 돌파 (범위 4.0%)",8.48,1.76,1,360.6,1.70,2,,,,,,
066970#573-S20260403100720,066970,엘앤에프,ORB,FullAuto,2026-04-03 10:07:20,167600,진입,,,"ORB5 고가 167,500 돌파 (범위 3.3%)",4.75,2.72,1,257.6,6.85,1,,,,,,
005930#575-S20260403150000,005930,삼성전자,종가베팅,FullAuto,2026-04-03 15:00:00,186700,진입,,,"종가베팅: 등락 +6.3%, 고저범위 89% 위치, VWAP 185,341 위",6.32,0.73,0.889,645.7,0.62,1,,,,,,
034020#574-S20260403150000,034020,두산에너빌리티,종가베팅,FullAuto,2026-04-03 15:00:00,97200,진입,,,"종가베팅: 등락 +4.9%, 고저범위 90% 위치, VWAP 96,505 위",4.85,0.72,0.905,872.4,0.94,1,,,,,,
028050#576-S20260406090510,028050,삼성E&A,ORB,FullAuto,2026-04-06 09:05:10,45400,진입,,,"ORB5 고가 45,350 돌파 (범위 6.6%)",11.96,3.01,1,145.9,0.87,1,,,,,,
010170#577-S20260406090930,010170,대한광통신,ORB,FullAuto,2026-04-06 09:09:30,14060,진입,,,"ORB5 고가 14,000 돌파 (범위 9.4%)",10.36,3.95,1,117.2,1.87,1,,,,,,
005810#585-S20260406150000,005810,풍산홀딩스,종가베팅,FullAuto,2026-04-06 15:00:00,47250,진입,,,"종가베팅: 등락 +11.7%, 고저범위 100% 위치, VWAP 46,464 위",11.70,1.69,1,216.9,0.04,1,,,,,,
096770#584-S20260406150000,096770,SK이노베이션,종가베팅,FullAuto,2026-04-06 15:00:00,121900,진입,,,"종가베팅: 등락 +3.3%, 고저범위 84% 위치, VWAP 120,767 위",3.31,0.94,0.843,691.8,0.28,1,,,,,,
079550#587-S20260407090520,079550,LIG디펜스앤에어로스페이스,ORB,FullAuto,2026-04-07 09:05:20,838000,진입,,,"ORB5 고가 837,000 돌파 (범위 5.5%)",4.49,1.75,1,1058.3,2.41,1,,,,,,
012450#592-S20260407150000,012450,한화에어로스페이스,종가베팅,FullAuto,2026-04-07 15:00:00,1534000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +7.4%, 고저범위 91% 위치, VWAP 1,497,434 위",7.42,2.44,0.908,362.6,0.76,1,1533000,1534000,,,1535000,1529000
0007C0#593-S20260407150422,0007C0,아크릴,종가베팅,FullAuto,2026-04-07 15:04:22,37850.0,진입,,,"종가베팅: 등락 +20.0%, 고저범위 76% 위치, VWAP 37,686 위",19.97,0.44,0.76,168.2,0.83,1,,,,,,
047040#594-S20260408090515,047040,대우건설,ORB,FullAuto,2026-04-08 09:05:15,19480,진입,,,"ORB5 고가 19,470 돌파 (범위 4.1%)",12.28,2.64,1,372.2,1.48,1,,,,,,
009150#597-S20260408091417,009150,삼성전기,ORB,FullAuto,2026-04-08 09:14:17,500000,진입,,,"ORB5 고가 499,500 돌파 (범위 3.1%)",10.62,0.93,1,430.5,7.10,2,,,,,,
007660#601-S20260408150000,007660,이수페타시스,종가베팅,FullAuto,2026-04-08 15:00:00,119900,진입,,,"종가베팅: 등락 +15.1%, 고저범위 100% 위치, VWAP 116,904 위",15.07,2.56,1,1215.7,1.88,1,,,,,,
000270#602-S20260408150000,000270,기아,종가베팅,FullAuto,2026-04-08 15:00:00,159600,진입,,,"종가베팅: 등락 +6.3%, 고저범위 91% 위치, VWAP 157,939 위",6.33,1.05,0.915,517.3,1.00,1,,,,,,
065440#603-S20260409090627,065440,이루온,ORB,FullAuto,2026-04-09 09:06:27,4635,진입,,,"ORB5 고가 4,610 돌파 (범위 8.6%)",18.54,4.33,1,209.8,1.82,1,,,,,,
047810#608-S20260409150000,047810,한국항공우주,종가베팅,FullAuto,2026-04-09 15:00:00,199400,진입,,,"종가베팅: 등락 +4.6%, 고저범위 95% 위치, VWAP 193,657 위",4.62,2.97,0.953,282.0,0.74,1,,,,,,
010950#609-S20260409150117,010950,S-Oil,종가베팅,FullAuto,2026-04-09 15:01:17,118800,진입,,,"종가베팅: 등락 +5.7%, 고저범위 87% 위치, VWAP 117,348 위",5.69,1.24,0.874,438.9,2.81,1,,,,,,
010170#611-S20260410090725,010170,대한광통신,ORB,FullAuto,2026-04-10 09:07:25,15360,진입,,,"ORB5 고가 15,300 돌파 (범위 5.6%)",8.32,2.42,1,123.8,1.96,1,,,,,,
038500#612-S20260410091127,038500,삼표시멘트,ORB,FullAuto,2026-04-10 09:11:27,18380,진입,,,"ORB5 고가 18,320 돌파 (범위 3.4%)",8.95,2.42,1,208.1,4.29,1,,,,,,
278470#618-S20260410150000,278470,에이피알,종가베팅,FullAuto,2026-04-10 15:00:00,392250,진입,,,"종가베팅: 등락 +8.5%, 고저범위 85% 위치, VWAP 387,967 위",8.51,1.10,0.847,575.6,1.17,2,,,,,,
062040#619-S20260410150000,062040,산일전기,종가베팅,FullAuto,2026-04-10 15:00:00,154900,진입,,,"종가베팅: 등락 +7.9%, 고저범위 76% 위치, VWAP 153,360 위",7.94,1.00,0.76,338.5,0.66,1,,,,,,
010120#621-S20260413090517,010120,LS ELECTRIC,ORB,FullAuto,2026-04-13 09:05:17,184500,진입,,,"ORB5 고가 183,000 돌파 (범위 6.9%)",17.07,4.63,1,318.3,1.59,1,,,,,,
010820#626-S20260413150000,010820,퍼스텍,종가베팅,FullAuto,2026-04-13 15:00:00,11840,진입,,,"종가베팅: 등락 +4.0%, 고저범위 93% 위치, VWAP 11,581 위",3.95,2.24,0.928,255.1,1.97,1,,,,,,
083450#627-S20260413150000,083450,GST,종가베팅,FullAuto,2026-04-13 15:00:00,36100,진입,,,"종가베팅: 등락 +13.5%, 고저범위 93% 위치, VWAP 35,248 위",13.52,2.42,0.927,383.1,0.75,1,,,,,,
336260#628-S20260414090725,336260,두산퓨얼셀,ORB,FullAuto,2026-04-14 09:07:25,40800,진입,,,"ORB5 고가 40,750 돌파 (범위 5.8%)",10.27,1.61,1,218.3,3.02,1,,,,,,
336260#636-S20260414150917,336260,두산퓨얼셀,종가베팅,FullAuto,2026-04-14 15:09:17,43300,진입,,,"종가베팅: 등락 +17.0%, 고저범위 78% 위치, VWAP 42,836 위",17.03,1.08,0.780,325.0,3.50,1,,,,,,
027360#639-S20260415090625,027360,아주IB투자,ORB,FullAuto,2026-04-15 09:06:25,12210,진입,,,"ORB5 고가 12,200 돌파 (범위 6.7%)",7.77,3.19,1,135.6,1.30,1,,,,,,
050890#638-S20260415091230,050890,쏠리드,ORB,FullAuto,2026-04-15 09:12:30,17940,진입,,,"ORB5 고가 17,930 돌파 (범위 4.2%)",6.28,2.42,1,142.2,2.74,1,,,,,,
018260#637-S20260415092927,018260,삼성에스디에스,ORB,FullAuto,2026-04-15 09:29:27,172800,진입,,,"ORB5 고가 172,600 돌파 (범위 6.2%)",13.46,1.74,1,179.6,4.30,1,,,,,,
078600#645-S20260415150217,078600,대주전자재료,종가베팅,FullAuto,2026-04-15 15:02:17,134600,진입,,,"종가베팅: 등락 +14.5%, 고저범위 87% 위치, VWAP 131,352 위",14.46,2.47,0.870,274.7,1.32,1,,,,,,
278470#646-S20260415150317,278470,에이피알,종가베팅,FullAuto,2026-04-15 15:03:17,412000,진입,,,"종가베팅: 등락 +6.0%, 고저범위 94% 위치, VWAP 403,325 위",6.05,2.15,0.944,378.5,2.16,1,,,,,,
158430#648-S20260416091025,158430,아톤,ORB,FullAuto,2026-04-16 09:10:25,10410,진입,,,"ORB5 고가 10,380 돌파 (범위 5.5%)",18.03,2.58,1,148.5,1.72,1,,,,,,
034020#649-S20260416091127,034020,두산에너빌리티,ORB,FullAuto,2026-04-16 09:11:27,109100,진입,,,"ORB5 고가 109,000 돌파 (범위 2.3%)",4.00,0.81,1,428.1,3.37,1,,,,,,
042660#655-S20260416150000,042660,한화오션,종가베팅,FullAuto,2026-04-16 15:00:00,131500,진입,,,"종가베팅: 등락 +4.4%, 고저범위 90% 위치, VWAP 130,126 위",4.37,1.06,0.902,457.0,0.37,1,,,,,,
011790#654-S20260416150007,011790,SKC,종가베팅,FullAuto,2026-04-16 15:00:07,119600.0,진입,,,"종가베팅: 등락 +20.0%, 고저범위 89% 위치, VWAP 116,179 위",19.96,2.94,0.889,324.4,0.64,1,,,,,,
005490#658-S20260417090525,005490,POSCO홀딩스,ORB,FullAuto,2026-04-17 09:05:25,384000,진입,,,"ORB5 고가 383,500 돌파 (범위 1.9%)",3.64,0.75,1,573.2,3.16,1,,,,,,
066970#664-S20260417150000,066970,엘앤에프,종가베팅,FullAuto,2026-04-17 15:00:00,185600,진입,,,"종가베팅: 등락 +9.4%, 고저범위 98% 위치, VWAP 180,900 위",9.43,2.60,0.979,284.5,1.11,1,,,,,,
005490#663-S20260417150000,005490,POSCO홀딩스,종가베팅,FullAuto,2026-04-17 15:00:00,386000,진입,,,"종가베팅: 등락 +4.2%, 고저범위 100% 위치, VWAP 382,427 위",4.18,0.93,1,699.5,1.55,1,,,,,,
001440#667-S20260420090520,001440,대한전선,ORB,FullAuto,2026-04-20 09:05:20,40850,진입,,,"ORB5 고가 40,800 돌파 (범위 3.9%)",3.94,1.24,1,987.6,2.81,1,,,,,,
079550#673-S20260420150000,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-04-20 15:00:00,931000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.3%, 고저범위 78% 위치, VWAP 913,746 위",6.28,1.89,0.782,457.4,0.85,1,928000,930000,,,933000,923000
000990#672-S20260420150000,000990,DB하이텍,종가베팅,FullAuto,2026-04-20 15:00:00,125700,진입,,,"종가베팅: 등락 +17.7%, 고저범위 87% 위치, VWAP 121,973 위",17.70,3.06,0.871,255.3,0.74,1,,,,,,
007660#674-S20260420150400,007660,이수페타시스,종가베팅,FullAuto,2026-04-20 15:04:00,133150,진입,,,"종가베팅: 등락 +10.0%, 고저범위 76% 위치, VWAP 132,200 위",9.95,0.72,0.758,330.7,0.68,2,,,,,,
036930#675-S20260421090520,036930,주성엔지니어링,ORB,FullAuto,2026-04-21 09:05:20,102500,진입,,,"ORB5 고가 102,400 돌파 (범위 9.6%)",12.02,3.82,1,229.5,1.41,1,,,,,,
006360#676-S20260421090730,006360,GS건설,ORB,FullAuto,2026-04-21 09:07:30,40150,진입,,,"ORB5 고가 40,100 돌파 (범위 2.8%)",5.52,1.05,1,220.1,1.47,1,,,,,,
373220#684-S20260421150000,373220,LG에너지솔루션,종가베팅,FullAuto,2026-04-21 15:00:00,473500,진입,,,"종가베팅: 등락 +9.6%, 고저범위 94% 위치, VWAP 465,149 위",9.61,1.80,0.940,450.1,1.20,1,,,,,,
086520#685-S20260421150000,086520,에코프로,종가베팅,FullAuto,2026-04-21 15:00:00,163100,진입,,,"종가베팅: 등락 +4.2%, 고저범위 78% 위치, VWAP 161,206 위",4.22,1.17,0.779,315.0,1.04,1,,,,,,
222080#688-S20260422090527,222080,SFA넥셀,ORB,FullAuto,2026-04-22 09:05:27,17870,진입,,,"ORB5 고가 17,840 돌파 (범위 5.9%)",9.56,2.38,1,164.8,1.72,1,,,,,,
007660#686-S20260422091130,007660,이수페타시스,ORB,FullAuto,2026-04-22 09:11:30,139800,진입,,,"ORB5 고가 139,700 돌파 (범위 3.7%)",4.48,1.17,1,195.7,2.18,1,,,,,,
082740#693-S20260422150000,082740,한화엔진,종가베팅,FullAuto,2026-04-22 15:00:00,67500,진입,,,"종가베팅: 등락 +13.1%, 고저범위 89% 위치, VWAP 64,310 위",13.07,4.96,0.887,401.2,0.54,1,,,,,,
066570#694-S20260422150000,066570,LG전자,종가베팅,FullAuto,2026-04-22 15:00:00,132800,진입,,,"종가베팅: 등락 +4.2%, 고저범위 87% 위치, VWAP 131,084 위",4.24,1.31,0.867,743.7,0.27,1,,,,,,
006910#697-S20260423090507,006910,보성파워텍,ORB,FullAuto,2026-04-23 09:05:07,11250,진입,,,"ORB5 고가 11,240 돌파 (범위 7.6%)",12.16,3.64,1,187.0,1.62,1,,,,,,
336370#695-S20260423090722,336370,솔루스첨단소재,ORB,FullAuto,2026-04-23 09:07:22,15680,진입,,,"ORB5 고가 15,660 돌파 (범위 8.5%)",18.25,2.36,1,170.3,1.60,1,,,,,,
006340#696-S20260423090927,006340,대원전선,ORB,FullAuto,2026-04-23 09:09:27,7440,진입,,,"ORB5 고가 7,350 돌파 (범위 9.4%)",15.53,5.61,1,279.7,4.86,1,,,,,,
034020#704-S20260423151130,034020,두산에너빌리티,종가베팅,FullAuto,2026-04-23 15:11:30,122500,진입,,,"종가베팅: 등락 +5.8%, 고저범위 76% 위치, VWAP 121,546 위",5.79,0.78,0.759,659.2,0.77,1,,,,,,
098460#706-S20260424090510,098460,고영,ORB,FullAuto,2026-04-24 09:05:10,37100,진입,,,"ORB5 고가 37,000 돌파 (범위 7.4%)",13.98,2.76,1,217.1,0.87,1,,,,,,
010060#707-S20260424090815,010060,OCI홀딩스,ORB,FullAuto,2026-04-24 09:08:15,349000,진입,,,"ORB5 고가 347,500 돌파 (범위 8.3%)",12.58,3.16,1,107.1,2.92,1,,,,,,
000250#714-S20260424150000,000250,삼천당제약,종가베팅,FullAuto,2026-04-24 15:00:00,409500,진입,,,"종가베팅: 등락 +8.3%, 고저범위 81% 위치, VWAP 400,981 위",8.33,2.12,0.811,279.3,1.07,1,,,,,,
373220#713-S20260424150000,373220,LG에너지솔루션,종가베팅,FullAuto,2026-04-24 15:00:00,482000,진입,,,"종가베팅: 등락 +3.7%, 고저범위 82% 위치, VWAP 475,001 위",3.66,1.47,0.818,683.9,0.58,1,,,,,,
046890#716-S20260427090620,046890,서울반도체,ORB,FullAuto,2026-04-27 09:06:20,13550,진입,,,"ORB5 고가 13,480 돌파 (범위 3.2%)",20.98,1.85,1,210.8,5.40,1,,,,,,
098460#717-S20260427090825,098460,고영,ORB,FullAuto,2026-04-27 09:08:25,44450,진입,,,"ORB5 고가 44,350 돌파 (범위 6.5%)",5.08,2.84,1,228.5,1.54,1,,,,,,
000660#718-S20260427091225,000660,SK하이닉스,ORB,FullAuto,2026-04-27 09:12:25,1273000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,272,000 돌파 (범위 1.9%)",3.75,0.63,1,341.5,2.11,1,1282000,1275000,1280000,1285000,1289000,1272000
108490#725-S20260427150000,108490,로보티즈,종가베팅,FullAuto,2026-04-27 15:00:00,347000,진입,,,"종가베팅: 등락 +19.2%, 고저범위 77% 위치, VWAP 339,120 위",19.24,2.32,0.766,374.3,0.78,1,,,,,,
460860#724-S20260427150000,460860,동국제강,종가베팅,FullAuto,2026-04-27 15:00:00,14870,진입,,,"종가베팅: 등락 +17.9%, 고저범위 89% 위치, VWAP 14,167 위",17.92,4.96,0.886,195.0,0.28,1,,,,,,
005490#726-S20260428090625,005490,POSCO홀딩스,ORB,FullAuto,2026-04-28 09:06:25,467500,진입,,,"ORB5 고가 467,000 돌파 (범위 6.0%)",11.44,1.67,1,236.4,2.43,1,,,,,,
066570#727-S20260428090625,066570,LG전자,ORB,FullAuto,2026-04-28 09:06:25,147300,진입,,,"ORB5 고가 146,700 돌파 (범위 4.3%)",12.53,1.82,1,151.0,2.83,1,,,,,,
009830#729-S20260428091825,009830,한화솔루션,ORB,FullAuto,2026-04-28 09:18:25,50700,진입,,,"ORB5 고가 50,650 돌파 (범위 4.5%)",7.08,1.58,1,213.9,5.29,1,,,,,,
425040#728-S20260428093422,425040,티이엠씨,ORB,FullAuto,2026-04-28 09:34:22,17910,차단,리스크 관리로 진입 차단: 4연속 손실 쿨다운 ~09:55,,"ORB5 고가 17,900 돌파 (범위 7.1%)",9.61,4.10,1,151.6,6.34,1,18010,17480,18660,18140,19170,17210
009150#734-S20260428150000,009150,삼성전기,종가베팅,FullAuto,2026-04-28 15:00:00,835000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +4.4%, 고저범위 77% 위치, VWAP 825,234 위",4.38,1.18,0.767,1188.5,0.55,1,836500,838000,,,840000,835000
027360#735-S20260428150530,027360,아주IB투자,종가베팅,FullAuto,2026-04-28 15:05:30,18650,진입,,,"종가베팅: 등락 +3.8%, 고저범위 84% 위치, VWAP 18,053 위",3.84,3.31,0.842,100,2.32,1,,,,,,
096770#736-S20260429090525,096770,SK이노베이션,ORB,FullAuto,2026-04-29 09:05:25,141800,진입,,,"ORB5 고가 141,700 돌파 (범위 5.2%)",6.78,1.40,1,213.8,1.33,1,,,,,,
460860#737-S20260429090527,460860,동국제강,ORB,FullAuto,2026-04-29 09:05:27,17650,진입,,,"ORB5 고가 17,610 돌파 (범위 2.9%)",15.43,1.42,1,192.7,2.63,1,,,,,,
126340#738-S20260429090527,126340,비나텍,ORB,FullAuto,2026-04-29 09:05:27,158100,진입,,,"ORB5 고가 158,000 돌파 (범위 5.0%)",12.29,1.62,1,126.4,1.38,1,,,,,,
066570#740-S20260430090512,066570,LG전자,ORB,FullAuto,2026-04-30 09:05:12,146600,진입,,,"ORB5 고가 146,500 돌파 (범위 4.9%)",6.70,1.89,1,273.9,1.81,1,,,,,,
007660#741-S20260430090925,007660,이수페타시스,ORB,FullAuto,2026-04-30 09:09:25,155600,진입,,,"ORB5 고가 155,400 돌파 (범위 3.3%)",5.63,0.93,1,237.6,2.54,1,,,,,,
025860#745-S20260430150717,025860,남해화학,종가베팅,FullAuto,2026-04-30 15:07:17,11240,진입,,,"종가베팅: 등락 +19.1%, 고저범위 75% 위치, VWAP 10,943 위",19.07,2.72,0.754,226.9,4.16,1,,,,,,
050890#748-S20260504090527,050890,쏠리드,ORB,FullAuto,2026-05-04 09:05:27,18700,진입,,,"ORB5 고가 18,660 돌파 (범위 6.3%)",9.29,2.35,1,161.3,1.91,1,,,,,,
025860#746-S20260504090527,025860,남해화학,ORB,FullAuto,2026-05-04 09:05:27,12720,진입,,,"ORB5 고가 12,680 돌파 (범위 7.8%)",8.35,4.39,1,182.5,1.75,1,,,,,,
199820#747-S20260504090530,199820,제일일렉트릭,ORB,FullAuto,2026-05-04 09:05:30,19630,진입,,,"ORB5 고가 19,620 돌파 (범위 5.9%)",13.73,2.94,1,116.6,1.28,1,,,,,,
006340#749-S20260504090725,006340,대원전선,ORB,FullAuto,2026-05-04 09:07:25,17060,진입,,,"ORB5 고가 17,000 돌파 (범위 7.3%)",13.36,3.82,1,241.3,3.59,1,,,,,,
402340#752-S20260504092330,402340,SK스퀘어,ORB,FullAuto,2026-05-04 09:23:30,932000,진입,,,"ORB5 고가 930,000 돌파 (범위 3.3%)",9.13,1.45,1,263.8,3.58,1,,,,,,
009150#758-S20260504150000,009150,삼성전기,종가베팅,FullAuto,2026-05-04 15:00:00,919000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +10.3%, 고저범위 92% 위치, VWAP 893,126 위",10.32,2.90,0.92,514.3,0.59,1,917000,914000,,,921000,913000
010170#756-S20260504150000,010170,대한광통신,종가베팅,FullAuto,2026-05-04 15:00:00,17920,진입,,,"종가베팅: 등락 +18.3%, 고저범위 90% 위치, VWAP 17,300 위",18.28,3.59,0.897,208.9,0.65,1,,,,,,
051910#759-S20260504150400,051910,LG화학,종가베팅,FullAuto,2026-05-04 15:04:00,431000,진입,,,"종가베팅: 등락 +8.3%, 고저범위 85% 위치, VWAP 424,423 위",8.29,1.55,0.852,507.3,1.34,1,,,,,,
028260#762-S20260506090622,028260,삼성물산,ORB,FullAuto,2026-05-06 09:06:22,351500,진입,,,"ORB5 고가 350,500 돌파 (범위 4.8%)",11.76,1.44,1,389.0,1.63,1,,,,,,
267260#761-S20260506091202,267260,HD현대일렉트릭,ORB,FullAuto,2026-05-06 09:12:02,1369000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,367,000 돌파 (범위 2.4%)",5.47,1.02,1,195.8,0.75,1,1371000,1370000,1372000,1407000,1420000,1359000
000660#765-S20260506150000,000660,SK하이닉스,종가베팅,FullAuto,2026-05-06 15:00:00,1608000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +11.8%, 고저범위 93% 위치, VWAP 1,590,302 위",11.82,1.11,0.929,479.5,1.05,1,1610500,1597000,,,1614000,1588000
086520#766-S20260506150000,086520,에코프로,종가베팅,FullAuto,2026-05-06 15:00:00,162000,진입,,,"종가베팅: 등락 +4.4%, 고저범위 100% 위치, VWAP 158,874 위",4.38,1.97,1,813.4,1.52,1,,,,,,
006910#767-S20260506151000,006910,보성파워텍,종가베팅,FullAuto,2026-05-06 15:10:00,15990,진입,,,"종가베팅: 등락 +11.4%, 고저범위 85% 위치, VWAP 15,502 위",11.43,3.15,0.848,164.6,0.75,1,,,,,,
034020#769-S20260507090527,034020,두산에너빌리티,ORB,FullAuto,2026-05-07 09:05:27,138900,진입,,,"ORB5 고가 138,600 돌파 (범위 6.4%)",8.52,2.22,1,234.2,1.27,1,,,,,,
010140#774-S20260507150000,010140,삼성중공업,종가베팅,FullAuto,2026-05-07 15:00:00,33450,진입,,,"종가베팅: 등락 +3.4%, 고저범위 94% 위치, VWAP 32,792 위",3.40,2.01,0.939,926.2,0.90,1,,,,,,
028260#775-S20260507150000,028260,삼성물산,종가베팅,FullAuto,2026-05-07 15:00:00,398000,진입,,,"종가베팅: 등락 +3.6%, 고저범위 95% 위치, VWAP 382,886 위",3.65,3.95,0.954,447.9,0.63,1,,,,,,
459510#778-S20260508090520,459510,나우로보틱스,ORB,FullAuto,2026-05-08 09:05:20,36400,진입,,,"ORB5 고가 36,300 돌파 (범위 4.6%)",5.20,1.71,1,300.0,3.30,1,,,,,,
125490#776-S20260508090520,125490,한라캐스트,ORB,FullAuto,2026-05-08 09:05:20,17680,진입,,,"ORB5 고가 17,670 돌파 (범위 2.6%)",5.05,1.19,1,239.0,1.27,1,,,,,,
001440#777-S20260508091125,001440,대한전선,ORB,FullAuto,2026-05-08 09:11:25,69000,진입,,,"ORB5 고가 68,900 돌파 (범위 9.9%)",7.64,2.44,1,266.0,1.55,1,,,,,,
028260#785-S20260508150000,028260,삼성물산,종가베팅,FullAuto,2026-05-08 15:00:00,419000,진입,,,"종가베팅: 등락 +5.0%, 고저범위 97% 위치, VWAP 408,443 위",5.01,2.58,0.968,616.5,1.14,1,,,,,,
336260#786-S20260508150000,336260,두산퓨얼셀,종가베팅,FullAuto,2026-05-08 15:00:00,86300,진입,,,"종가베팅: 등락 +15.1%, 고저범위 86% 위치, VWAP 82,436 위",15.07,4.69,0.862,237.2,1.11,1,,,,,,
042660#788-S20260511090612,042660,한화오션,ORB,FullAuto,2026-05-11 09:06:12,135800,진입,,,"ORB5 고가 135,700 돌파 (범위 3.9%)",7.52,1.01,1,187.2,0.87,1,,,,,,
036930#789-S20260511090722,036930,주성엔지니어링,ORB,FullAuto,2026-05-11 09:07:22,153000,진입,,,"ORB5 고가 152,800 돌파 (범위 6.0%)",10.15,3.18,1,179.1,1.52,1,,,,,,
079550#794-S20260511150030,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-05-11 15:00:30,877000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +4.5%, 고저범위 76% 위치, VWAP 863,341 위",4.53,1.58,0.761,466.1,1.66,1,876000,879000,,,879000,874000
402340#795-S20260511150817,402340,SK스퀘어,종가베팅,FullAuto,2026-05-11 15:08:17,1190000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +8.5%, 고저범위 80% 위치, VWAP 1,170,555 위",8.48,1.66,0.8,299.1,1.54,1,1191000,1181000,,,1191000,1181000
011070#796-S20260511151422,011070,LG이노텍,종가베팅,FullAuto,2026-05-11 15:14:22,688000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.6%, 고저범위 75% 위치, VWAP 675,732 위",9.55,1.82,0.752,598.3,1.07,1,689000,687000,,,689000,687000
066570#797-S20260512090925,066570,LG전자,ORB,FullAuto,2026-05-12 09:09:25,171200,진입,,,"ORB5 고가 171,000 돌파 (범위 6.6%)",9.53,1.89,1,223.9,2.50,1,,,,,,
017670#799-S20260512092425,017670,SK텔레콤,ORB,FullAuto,2026-05-12 09:24:25,105100,진입,,,"ORB5 고가 105,000 돌파 (범위 4.6%)",6.92,1.38,1,318.0,3.67,1,,,,,,
034220#804-S20260513090625,034220,LG디스플레이,ORB,FullAuto,2026-05-13 09:06:25,13780,진입,,,"ORB5 고가 13,750 돌파 (범위 6.7%)",7.99,1.81,1,203.5,2.03,1,,,,,,
011070#809-S20260513150000,011070,LG이노텍,종가베팅,FullAuto,2026-05-13 15:00:00,754000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +10.1%, 고저범위 97% 위치, VWAP 720,785 위",10.07,4.61,0.975,511.2,0.47,1,752000,752000,,,757000,751000
000990#810-S20260513150000,000990,DB하이텍,종가베팅,FullAuto,2026-05-13 15:00:00,183100,진입,,,"종가베팅: 등락 +10.6%, 고저범위 99% 위치, VWAP 175,480 위",10.63,4.34,0.991,225.4,0.82,1,,,,,,
034220#812-S20260514090727,034220,LG디스플레이,ORB,FullAuto,2026-05-14 09:07:27,14880,진입,,,"ORB5 고가 14,850 돌파 (범위 4.9%)",5.01,2.11,1,217.9,1.52,1,,,,,,
034220#816-S20260514150000,034220,LG디스플레이,종가베팅,FullAuto,2026-05-14 15:00:00,15350,진입,,,"종가베팅: 등락 +8.3%, 고저범위 79% 위치, VWAP 15,131 위",8.33,1.45,0.788,258.9,0.24,1,,,,,,
047810#817-S20260514150000,047810,한국항공우주,종가베팅,FullAuto,2026-05-14 15:00:00,170400,진입,,,"종가베팅: 등락 +4.1%, 고저범위 75% 위치, VWAP 166,212 위",4.09,2.52,0.752,307.0,0.84,1,,,,,,
064400#819-S20260515090507,064400,LG씨엔에스,ORB,FullAuto,2026-05-15 09:05:07,99100,진입,,,"ORB5 고가 99,000 돌파 (범위 7.7%)",15.10,3.71,1,232.2,0.85,1,,,,,,
090360#818-S20260515090527,090360,로보스타,ORB,FullAuto,2026-05-15 09:05:27,95300,진입,,,"ORB5 고가 95,200 돌파 (범위 9.2%)",15.66,2.99,1,161.0,1.26,1,,,,,,
036930#826-S20260518090722,036930,주성엔지니어링,ORB,FullAuto,2026-05-18 09:07:22,162000,진입,,,"ORB5 고가 161,400 돌파 (범위 7.5%)",15.55,3.40,1,201.2,2.70,1,,,,,,
001740#827-S20260518092327,001740,SK네트웍스,ORB,FullAuto,2026-05-18 09:23:27,9420,진입,,,"ORB5 고가 9,400 돌파 (범위 9.4%)",8.03,5.88,1,153.6,7.29,1,,,,,,
347700#832-S20260518150000,347700,스피어,종가베팅,FullAuto,2026-05-18 15:00:00,47250,진입,,,"종가베팅: 등락 +12.5%, 고저범위 93% 위치, VWAP 45,367 위",12.50,4.15,0.932,356.0,0.52,1,,,,,,
000990#833-S20260518150000,000990,DB하이텍,종가베팅,FullAuto,2026-05-18 15:00:00,171800,진입,,,"종가베팅: 등락 +4.4%, 고저범위 84% 위치, VWAP 167,796 위",4.44,2.39,0.843,247.5,0.87,1,,,,,,
