신호ID,종목코드,종목명,전략,운용,시각,가격,결과,상세,후속결정,신호근거,등락률%,VWAP이격%,범위위치,체결강도,거래량배수,스프레드틱,5분후,15분후,30분후,60분후,60분최고,60분최저
005930#905-S20260601150000,005930,삼성전자,종가베팅,FullAuto,2026-06-01 15:00:00,350000,진입,,,"종가베팅: 등락 +9.9%, 고저범위 98% 위치, VWAP 340,080 위",9.89,2.92,0.984,1023.2,5.07,1,,,,,,
278470#904-S20260601150000,278470,에이피알,종가베팅,FullAuto,2026-06-01 15:00:00,426500,진입,,,"종가베팅: 등락 +8.1%, 고저범위 92% 위치, VWAP 417,777 위",8.11,2.09,0.917,589.0,0.29,1,,,,,,
034220#906-S20260602090507,034220,LG디스플레이,ORB,FullAuto,2026-06-02 09:05:07,16980,진입,,,"ORB5 고가 16,970 돌파 (범위 6.1%)",7.47,2.52,1,120.0,1.10,1,,,,,,
373220#907-S20260602090517,373220,LG에너지솔루션,ORB,FullAuto,2026-06-02 09:05:17,484500,진입,,,"ORB5 고가 484,000 돌파 (범위 8.2%)",6.48,2.30,1,326.2,2.11,1,,,,,,
373220#907-S20260602091307,373220,LG에너지솔루션,ORB,FullAuto,2026-06-02 09:13:07,484500,진입,,,"ORB5 고가 484,000 돌파 (범위 8.2%)",6.48,0.92,0.74,197.3,0.73,1,,,,,,
373220#907-S20260602093230,373220,LG에너지솔루션,ORB,FullAuto,2026-06-02 09:32:30,485000,진입,,,"ORB5 고가 484,000 돌파 (범위 8.2%)",6.59,0.74,0.75,190.7,1.69,1,,,,,,
034220#906-S20260602094022,034220,LG디스플레이,ORB,FullAuto,2026-06-02 09:40:22,17010,진입,,,"ORB5 고가 16,970 돌파 (범위 6.1%)",7.66,3.38,0.989,161.8,14.22,1,,,,,,
034220#906-S20260602100317,034220,LG디스플레이,ORB,FullAuto,2026-06-02 10:03:17,17000,진입,,,"ORB5 고가 16,970 돌파 (범위 6.1%)",7.59,0.88,0.7,157.9,1.21,1,,,,,,
043260#910-S20260602102927,043260,성호전자,ORB,FullAuto,2026-06-02 10:29:27,43900,진입,,,"ORB5 고가 43,850 돌파 (범위 9.5%)",11.28,4.14,1,218.9,12.35,1,,,,,,
020150#912-S20260602114100,020150,롯데에너지머티리얼즈,VWAP눌림,FullAuto,2026-06-02 11:41:00,70300,진입,,,"VWAP 69,801 재돌파, 직전봉 고가 69,700 돌파",8.32,0.71,0.449,258.9,5.47,1,,,,,,
020150#912-S20260602122500,020150,롯데에너지머티리얼즈,VWAP눌림,FullAuto,2026-06-02 12:25:00,69800,진입,,,"VWAP 69,795 재돌파, 직전봉 고가 69,500 돌파",7.55,0.01,0.398,276.1,2.24,1,,,,,,
020150#912-S20260602130600,020150,롯데에너지머티리얼즈,VWAP눌림,FullAuto,2026-06-02 13:06:00,69800,진입,,,"VWAP 69,780 재돌파, 직전봉 고가 69,600 돌파",7.55,0.03,0.398,288.8,2.87,1,,,,,,
017670#913-S20260602131200,017670,SK텔레콤,VWAP눌림,FullAuto,2026-06-02 13:12:00,127600,진입,,,"VWAP 127,220 재돌파, 직전봉 고가 127,300 돌파",2.99,0.30,0.655,167.0,0.78,1,,,,,,
028260#915-S20260602150000,028260,삼성물산,종가베팅,FullAuto,2026-06-02 15:00:00,478000,진입,,,"종가베팅: 등락 +4.0%, 고저범위 81% 위치, VWAP 460,588 위",4.03,3.78,0.813,395.8,0.80,1,,,,,,
032830#917-S20260602150000,032830,삼성생명,종가베팅,FullAuto,2026-06-02 15:00:00,446500,진입,,,"종가베팅: 등락 +8.8%, 고저범위 89% 위치, VWAP 430,428 위",8.77,3.73,0.894,320.4,1.97,1,,,,,,
011790#918-S20260604090525,011790,SKC,ORB,FullAuto,2026-06-04 09:05:25,156400,진입,,,"ORB5 고가 156,000 돌파 (범위 7.0%)",11.32,3.30,1,99.8,2.86,1,,,,,,
403870#919-S20260604090727,403870,HPSP,ORB,FullAuto,2026-06-04 09:07:27,46200,진입,,,"ORB5 고가 46,150 돌파 (범위 5.5%)",4.64,2.15,1,173.6,1.31,1,,,,,,
403870#919-S20260604092120,403870,HPSP,ORB,FullAuto,2026-06-04 09:21:20,46200,진입,,,"ORB5 고가 46,150 돌파 (범위 5.5%)",4.64,0.99,0.831,161.5,1.22,1,,,,,,
011790#918-S20260604101122,011790,SKC,ORB,FullAuto,2026-06-04 10:11:22,156300,진입,,,"ORB5 고가 156,000 돌파 (범위 7.0%)",11.25,2.02,0.724,144.3,4.14,1,,,,,,
000990#922-S20260604102700,000990,DB하이텍,VWAP눌림,FullAuto,2026-06-04 10:27:00,179700,진입,,,"VWAP 178,468 재돌파, 직전봉 고가 179,400 돌파",5.03,0.69,0.741,141.5,0.64,1,,,,,,
000990#922-S20260604103500,000990,DB하이텍,VWAP눌림,FullAuto,2026-06-04 10:35:00,179400,진입,,,"VWAP 178,493 재돌파, 직전봉 고가 179,600 돌파",4.85,0.51,0.722,144.9,0.90,1,,,,,,
000990#922-S20260604110100,000990,DB하이텍,VWAP눌림,FullAuto,2026-06-04 11:01:00,180000,진입,,,"VWAP 178,730 재돌파, 직전봉 고가 179,600 돌파",5.20,0.71,0.759,167.9,1.06,1,,,,,,
011790#918-S20260604115127,011790,SKC,ORB,FullAuto,2026-06-04 11:51:27,156100,진입,,,"ORB5 고가 156,000 돌파 (범위 7.0%)",11.10,1.97,0.710,160.7,9.72,1,,,,,,
347850#926-S20260604150000,347850,디앤디파마텍,종가베팅,FullAuto,2026-06-04 15:00:00,92600,진입,,,"종가베팅: 등락 +10.1%, 고저범위 79% 위치, VWAP 90,282 위",10.11,2.57,0.786,520.2,0.63,1,,,,,,
402340#929-S20260604150217,402340,SK스퀘어,종가베팅,FullAuto,2026-06-04 15:02:17,1368000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.7%, 고저범위 76% 위치, VWAP 1,354,811 위",3.71,0.97,0.758,422.3,1.17,1,1367000,1370000,,,1371000,1361000
079550#930-S20260604150817,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-06-04 15:08:17,745000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.0%, 고저범위 93% 위치, VWAP 716,084 위",3.04,4.04,0.926,600.5,1.15,1,749000,732000,,,749000,729000
489790#931-S20260604151017,489790,한화비전,종가베팅,FullAuto,2026-06-04 15:10:17,79500,진입,,,"종가베팅: 등락 +18.7%, 고저범위 85% 위치, VWAP 77,097 위",18.66,3.12,0.848,207.0,0.90,1,,,,,,
105560#932-S20260605090927,105560,KB금융,ORB,FullAuto,2026-06-05 09:09:27,172400,진입,,,"ORB5 고가 172,200 돌파 (범위 3.0%)",4.48,1.40,1,178.0,1.82,1,,,,,,
055550#934-S20260605091027,055550,신한지주,ORB,FullAuto,2026-06-05 09:10:27,106700,진입,,,"ORB5 고가 106,500 돌파 (범위 3.9%)",6.59,1.78,1,308.7,1.72,1,,,,,,
105560#932-S20260605092217,105560,KB금융,ORB,FullAuto,2026-06-05 09:22:17,172300,진입,,,"ORB5 고가 172,200 돌파 (범위 3.0%)",4.42,0.49,0.6,187.7,1.39,1,,,,,,
055550#934-S20260605092825,055550,신한지주,ORB,FullAuto,2026-06-05 09:28:25,106700,진입,,,"ORB5 고가 106,500 돌파 (범위 3.9%)",6.59,0.91,0.575,267.9,4.54,1,,,,,,
055550#934-S20260605093625,055550,신한지주,ORB,FullAuto,2026-06-05 09:36:25,106600,진입,,,"ORB5 고가 106,500 돌파 (범위 3.9%)",6.49,0.78,0.562,259.3,1.78,1,,,,,,
009150#939-S20260605131700,009150,삼성전기,VWAP눌림,FullAuto,2026-06-05 13:17:00,1754000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,740,327 재돌파, 직전봉 고가 1,751,000 돌파",6.69,0.79,0.604,203.6,0.84,1,1753000,1759000,1767000,1767000,1795000,1750000
178320#942-S20260605150107,178320,서진시스템,종가베팅,FullAuto,2026-06-05 15:01:07,71400,진입,,,"종가베팅: 등락 +3.2%, 고저범위 87% 위치, VWAP 67,524 위",3.18,5.74,0.871,300,1.36,1,,,,,,
005380#943-S20260605150917,005380,현대차,종가베팅,FullAuto,2026-06-05 15:09:17,703000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.5%, 고저범위 82% 위치, VWAP 675,966 위",3.53,4.00,0.815,684.7,1.92,1,696000,697000,,,702000,694000
006220#953-S20260608105200,006220,제주은행,VWAP눌림,FullAuto,2026-06-08 10:52:00,12020,진입,,,"VWAP 11,879 재돌파, 직전봉 고가 12,010 돌파",12.55,1.18,0.715,133.8,0.84,1,,,,,,
085620#954-S20260608110000,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 11:00:00,19610,진입,,,"VWAP 19,465 재돌파, 직전봉 고가 19,410 돌파",5.49,0.74,0.552,130.2,0.52,1,,,,,,
010690#955-S20260608110700,010690,화신,VWAP눌림,FullAuto,2026-06-08 11:07:00,10310,진입,,,"VWAP 10,226 재돌파, 직전봉 고가 10,230 돌파",10.15,0.82,0.467,174.2,0.62,1,,,,,,
010690#955-S20260608115000,010690,화신,VWAP눌림,FullAuto,2026-06-08 11:50:00,10260,진입,,,"VWAP 10,218 재돌파, 직전봉 고가 10,110 돌파",9.62,0.41,0.437,176.0,4.32,1,,,,,,
085620#954-S20260608120600,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 12:06:00,19450,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 19,421 재돌파, 직전봉 고가 19,330 돌파",4.63,0.15,0.5,160.7,3.53,1,19520,19730,19610,19780,19960,19370
085620#954-S20260608121100,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 12:11:00,19520,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 19,422 재돌파, 직전봉 고가 19,500 돌파",5.00,0.51,0.523,163.4,1.37,1,19740,19450,19390,19730,19960,19370
085620#954-S20260608121400,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 12:14:00,19460,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 19,422 재돌파, 직전봉 고가 19,430 돌파",4.68,0.20,0.503,166.9,0.37,1,19720,19520,19480,19660,19960,19370
010690#955-S20260608122500,010690,화신,VWAP눌림,FullAuto,2026-06-08 12:25:00,10220,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 10,216 재돌파, 직전봉 고가 10,160 돌파",9.19,0.04,0.413,179.0,3.29,1,10290,10290,10450,10610,11180,10170
085620#954-S20260608122800,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 12:28:00,19480,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 19,431 재돌파, 직전봉 고가 19,450 돌파",4.79,0.25,0.510,159.9,0.39,1,19500,19510,19690,20000,20400,19370
010690#955-S20260608123000,010690,화신,VWAP눌림,FullAuto,2026-06-08 12:30:00,10290,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 10,217 재돌파, 직전봉 고가 10,250 돌파",9.94,0.72,0.455,180.5,0.15,1,10240,10450,10710,10780,11180,10170
010690#955-S20260608123800,010690,화신,VWAP눌림,FullAuto,2026-06-08 12:38:00,10240,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 10,218 재돌파, 직전봉 고가 10,220 돌파",9.40,0.22,0.425,180.3,0.66,1,10420,10580,10870,10690,11180,10190
085620#954-S20260608124200,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 12:42:00,19530,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 19,432 재돌파, 직전봉 고가 19,420 돌파",5.06,0.51,0.526,160.8,0.76,1,19450,19720,19740,20200,20400,19400
085620#954-S20260608125100,085620,미래에셋생명,VWAP눌림,FullAuto,2026-06-08 12:51:00,19610,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 19,432 재돌파, 직전봉 고가 19,510 돌파",5.49,0.92,0.552,163.5,2.70,1,19520,19780,19790,20050,20400,19500
010690#955-S20260608125900,010690,화신,VWAP눌림,FullAuto,2026-06-08 12:59:00,10430,차단,리스크 관리로 진입 차단: 일 손실 한도 1.5% 도달,,"VWAP 10,237 재돌파, 직전봉 고가 10,350 돌파",11.43,1.88,0.539,182.0,0.54,1,11060,11000,10780,10660,11180,10430
036930#957-S20260609090600,036930,주성엔지니어링,ORB,FullAuto,2026-06-09 09:06:00,197700,진입,,,"ORB5 고가 197,600 돌파 (범위 3.1%)",8.15,1.11,1,147.8,0.56,1,,,,,,
009150#956-S20260609091130,009150,삼성전기,ORB,FullAuto,2026-06-09 09:11:30,1872000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,870,000 돌파 (범위 6.9%)",11.03,2.89,1,178.5,2.22,1,1820000,1824000,1819000,1735000,1872000,1735000
319660#961-S20260609132200,319660,피에스케이,VWAP눌림,FullAuto,2026-06-09 13:22:00,134800,진입,,,"VWAP 134,988 재돌파, 직전봉 고가 134,800 돌파",16.11,-0.14,0.513,190.9,1.11,1,,,,,,
000660#962-S20260609150000,000660,SK하이닉스,종가베팅,FullAuto,2026-06-09 15:00:00,2206000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +11.5%, 고저범위 91% 위치, VWAP 2,098,174 위",11.53,5.14,0.912,225.9,0.91,1,2201000,2212000,,,2220000,2193000
028260#965-S20260609150000,028260,삼성물산,종가베팅,FullAuto,2026-06-09 15:00:00,432000,진입,,,"종가베팅: 등락 +5.9%, 고저범위 86% 위치, VWAP 415,114 위",5.88,4.07,0.855,295.8,0.83,1,,,,,,
000270#966-S20260609150617,000270,기아,종가베팅,FullAuto,2026-06-09 15:06:17,165800,진입,,,"종가베팅: 등락 +9.2%, 고저범위 88% 위치, VWAP 162,900 위",9.15,1.78,0.883,307.3,1.76,1,,,,,,
319660#969-S20260610090620,319660,피에스케이,ORB,FullAuto,2026-06-10 09:06:20,147900,진입,,,"ORB5 고가 147,700 돌파 (범위 8.0%)",6.17,2.82,1,336.2,2.39,1,,,,,,
093370#967-S20260610090630,093370,후성,ORB,FullAuto,2026-06-10 09:06:30,15000,진입,,,"ORB5 고가 14,970 돌파 (범위 5.9%)",10.95,2.04,1,194.4,1.74,1,,,,,,
093370#967-S20260610095730,093370,후성,ORB,FullAuto,2026-06-10 09:57:30,15000,진입,,,"ORB5 고가 14,970 돌파 (범위 5.9%)",10.95,3.22,0.862,166.3,2.50,1,,,,,,
095610#971-S20260610113000,095610,테스,VWAP눌림,FullAuto,2026-06-10 11:30:00,179200,진입,,,"VWAP 179,179 재돌파, 직전봉 고가 178,600 돌파",11.03,0.01,0.673,157.9,0.34,1,,,,,,
095610#971-S20260610113800,095610,테스,VWAP눌림,FullAuto,2026-06-10 11:38:00,180100,진입,,,"VWAP 179,186 재돌파, 직전봉 고가 178,400 돌파",11.59,0.51,0.703,158.6,2.07,1,,,,,,
095610#971-S20260610115900,095610,테스,VWAP눌림,FullAuto,2026-06-10 11:59:00,179300,진입,,,"VWAP 179,204 재돌파, 직전봉 고가 178,900 돌파",11.09,0.05,0.677,159.0,1.57,1,,,,,,
100090#973-S20260610133500,100090,SK오션플랜트,VWAP눌림,FullAuto,2026-06-10 13:35:00,17050,진입,,,"VWAP 17,002 재돌파, 직전봉 고가 16,990 돌파",17.26,0.28,0.508,131.2,1.04,1,,,,,,
100090#973-S20260610135100,100090,SK오션플랜트,VWAP눌림,FullAuto,2026-06-10 13:51:00,17060,진입,,,"VWAP 16,995 재돌파, 직전봉 고가 16,930 돌파",17.33,0.38,0.511,139.0,1.91,1,,,,,,
100090#973-S20260610142600,100090,SK오션플랜트,VWAP눌림,FullAuto,2026-06-10 14:26:00,17090,진입,,,"VWAP 16,949 재돌파, 직전봉 고가 16,890 돌파",17.54,0.83,0.521,151.9,2.33,1,,,,,,
093370#974-S20260610150000,093370,후성,종가베팅,FullAuto,2026-06-10 15:00:00,16100,진입,,,"종가베팅: 등락 +19.1%, 고저범위 80% 위치, VWAP 15,676 위",19.08,2.71,0.801,180.6,0.54,1,,,,,,
047810#975-S20260610150125,047810,한국항공우주,종가베팅,FullAuto,2026-06-10 15:01:25,136400,진입,,,"종가베팅: 등락 +6.4%, 고저범위 79% 위치, VWAP 135,133 위",6.40,0.94,0.794,397.5,1.79,1,,,,,,
240810#977-S20260611091720,240810,원익IPS,ORB,FullAuto,2026-06-11 09:17:20,121800,진입,,,"ORB5 고가 121,700 돌파 (범위 4.8%)",4.37,1.93,0.966,324.8,3.68,1,,,,,,
402340#986-S20260611150000,402340,SK스퀘어,종가베팅,FullAuto,2026-06-11 15:00:00,1216000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +5.2%, 고저범위 89% 위치, VWAP 1,181,743 위",5.19,2.90,0.887,291.0,1.10,1,1212000,1227000,,,1233000,1209000
319400#985-S20260611150000,319400,현대무벡스,종가베팅,FullAuto,2026-06-11 15:00:00,41100,진입,,,"종가베팅: 등락 +16.1%, 고저범위 99% 위치, VWAP 38,195 위",16.10,7.60,0.994,359.7,1.94,1,,,,,,
001740#987-S20260612090510,001740,SK네트웍스,ORB,FullAuto,2026-06-12 09:05:10,12850,진입,,,"ORB5 고가 12,830 돌파 (범위 8.6%)",10.11,4.10,1,98.1,0.95,1,,,,,,
001740#987-S20260612091225,001740,SK네트웍스,ORB,FullAuto,2026-06-12 09:12:25,12840,진입,,,"ORB5 고가 12,830 돌파 (범위 8.6%)",10.03,1.63,0.720,138.1,1.51,1,,,,,,
240810#988-S20260612100027,240810,원익IPS,ORB,FullAuto,2026-06-12 10:00:27,163300,진입,,,"ORB5 고가 163,100 돌파 (범위 5.2%)",15.82,4.42,1,142.9,2.60,1,,,,,,
240810#988-S20260612102120,240810,원익IPS,ORB,FullAuto,2026-06-12 10:21:20,163200,진입,,,"ORB5 고가 163,100 돌파 (범위 5.2%)",15.74,2.20,0.679,139.2,1.24,1,,,,,,
058470#991-S20260612141200,058470,리노공업,VWAP눌림,FullAuto,2026-06-12 14:12:00,107000,진입,,,"VWAP 105,911 재돌파, 직전봉 고가 106,300 돌파",5.63,1.03,0.760,250.6,0.70,1,,,,,,
093370#993-S20260615090520,093370,후성,ORB,FullAuto,2026-06-15 09:05:20,20100,진입,,,"ORB5 고가 19,990 돌파 (범위 5.5%)",5.73,2.66,1,144.7,1.81,1,,,,,,
009150#995-S20260615090527,009150,삼성전기,ORB,FullAuto,2026-06-15 09:05:27,1915000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,912,000 돌파 (범위 4.2%)",9.62,1.61,1,235.5,1.63,1,1916000,1933000,1926000,1938000,1975000,1884000
089030#994-S20260615090630,089030,테크윙,ORB,FullAuto,2026-06-15 09:06:30,71000,진입,,,"ORB5 고가 70,700 돌파 (범위 6.2%)",8.73,2.94,1,140.5,1.33,1,,,,,,
009150#995-S20260615090925,009150,삼성전기,ORB,FullAuto,2026-06-15 09:09:25,1917000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,912,000 돌파 (범위 4.2%)",9.73,1.31,0.965,244.3,2.03,1,1964000,1916000,1948000,1930000,1975000,1909000
093370#993-S20260615091225,093370,후성,ORB,FullAuto,2026-06-15 09:12:25,20050,진입,,,"ORB5 고가 19,990 돌파 (범위 5.5%)",5.47,0.89,0.55,178.8,1.40,1,,,,,,
089030#994-S20260615094120,089030,테크윙,ORB,FullAuto,2026-06-15 09:41:20,70800,진입,,,"ORB5 고가 70,700 돌파 (범위 6.2%)",8.42,0.19,0.568,165.8,4.52,1,,,,,,
093370#993-S20260615094122,093370,후성,ORB,FullAuto,2026-06-15 09:41:22,20000,진입,,,"ORB5 고가 19,990 돌파 (범위 5.5%)",5.21,0.65,0.525,178.6,4.28,5,,,,,,
089030#994-S20260615111827,089030,테크윙,ORB,FullAuto,2026-06-15 11:18:27,70800,진입,,,"ORB5 고가 70,700 돌파 (범위 6.2%)",8.42,0.93,0.584,185.7,6.34,1,,,,,,
402340#1001-S20260615115600,402340,SK스퀘어,VWAP눌림,FullAuto,2026-06-15 11:56:00,1397000,진입,,,"VWAP 1,391,906 재돌파, 직전봉 고가 1,394,000 돌파",4.49,0.37,0.472,350.0,1.68,1,,,,,,
402340#1001-S20260615130800,402340,SK스퀘어,VWAP눌림,FullAuto,2026-06-15 13:08:00,1396000,진입,,,"VWAP 1,393,921 재돌파, 직전봉 고가 1,395,000 돌파",4.41,0.15,0.461,337.2,1.17,1,,,,,,
402340#1001-S20260615132800,402340,SK스퀘어,VWAP눌림,FullAuto,2026-06-15 13:28:00,1400000,진입,,,"VWAP 1,394,045 재돌파, 직전봉 고가 1,400,000 돌파",4.71,0.43,0.506,331.8,1.04,1,,,,,,
042660#1004-S20260615150000,042660,한화오션,종가베팅,FullAuto,2026-06-15 15:00:00,122500,진입,,,"종가베팅: 등락 +8.2%, 고저범위 86% 위치, VWAP 120,179 위",8.22,1.93,0.859,584.3,1.47,1,,,,,,
009150#1005-S20260615150117,009150,삼성전기,종가베팅,FullAuto,2026-06-15 15:01:17,1967000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +12.6%, 고저범위 94% 위치, VWAP 1,932,777 위",12.59,1.77,0.943,373.5,1.84,1,1982500,1991000,,,1993000,1968000
329180#1006-S20260615150417,329180,HD현대중공업,종가베팅,FullAuto,2026-06-15 15:04:17,710000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.2%, 고저범위 81% 위치, VWAP 705,685 위",9.23,0.61,0.812,569.9,1.48,1,714000,709000,,,714000,708000
079550#1007-S20260615150600,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-06-15 15:06:00,851000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.9%, 고저범위 89% 위치, VWAP 833,919 위",9.95,2.05,0.888,408.5,0.59,1,852000,849000,,,854000,847000
267260#1008-S20260615150800,267260,HD현대일렉트릭,종가베팅,FullAuto,2026-06-15 15:08:00,1175000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.4%, 고저범위 81% 위치, VWAP 1,158,140 위",9.40,1.46,0.814,336.2,0.70,1,1178000,1176000,,,1183000,1174000
079550#1009-S20260616090627,079550,LIG디펜스앤에어로스페이스,ORB,FullAuto,2026-06-16 09:06:27,988000,진입,,,"ORB5 고가 987,000 돌파 (범위 5.4%)",16.10,2.22,1,185.1,1.83,1,,,,,,
105560#1010-S20260616090720,105560,KB금융,ORB,FullAuto,2026-06-16 09:07:20,178100,진입,,,"ORB5 고가 177,800 돌파 (범위 5.0%)",4.89,1.67,1,253.9,2.14,1,,,,,,
009540#1014-S20260616120200,009540,HD한국조선해양,VWAP눌림,FullAuto,2026-06-16 12:02:00,445000,진입,,,"VWAP 442,844 재돌파, 직전봉 고가 444,500 돌파",5.70,0.49,0.768,455.4,1.01,1,,,,,,
009540#1014-S20260616121200,009540,HD한국조선해양,VWAP눌림,FullAuto,2026-06-16 12:12:00,444000,진입,,,"VWAP 442,898 재돌파, 직전봉 고가 445,000 돌파",5.46,0.25,0.732,448.1,0.83,1,,,,,,
009540#1014-S20260616131200,009540,HD한국조선해양,VWAP눌림,FullAuto,2026-06-16 13:12:00,443500,진입,,,"VWAP 443,133 재돌파, 직전봉 고가 443,000 돌파",5.34,0.08,0.714,441.0,1.35,1,,,,,,
204320#1015-S20260616133500,204320,HL만도,VWAP눌림,FullAuto,2026-06-16 13:35:00,74700,진입,,,"VWAP 73,955 재돌파, 직전봉 고가 74,100 돌파",5.81,1.01,0.643,229.2,1.48,1,,,,,,
204320#1017-S20260616150000,204320,HL만도,종가베팅,FullAuto,2026-06-16 15:00:00,76200,진입,,,"종가베팅: 등락 +7.9%, 고저범위 82% 위치, VWAP 74,211 위",7.93,2.68,0.821,267.7,2.31,1,,,,,,
240810#1020-S20260617090507,240810,원익IPS,ORB,FullAuto,2026-06-17 09:05:07,169400,진입,,,"ORB5 고가 169,000 돌파 (범위 6.2%)",8.52,2.07,1,114.1,1.31,1,,,,,,
403870#1019-S20260617091127,403870,HPSP,ORB,FullAuto,2026-06-17 09:11:27,69900,진입,,,"ORB5 고가 69,800 돌파 (범위 6.7%)",5.43,1.85,1,226.9,2.03,1,,,,,,
000660#1026-S20260617150100,000660,SK하이닉스,종가베팅,FullAuto,2026-06-17 15:01:00,2509000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.8%, 고저범위 96% 위치, VWAP 2,435,387 위",3.76,3.02,0.957,236.8,1.19,1,2513000,2512000,,,2523000,2501000
006340#1027-S20260618090520,006340,대원전선,ORB,FullAuto,2026-06-18 09:05:20,13950,진입,,,"ORB5 고가 13,940 돌파 (범위 9.1%)",13.14,3.31,1,164.6,1.99,1,,,,,,
207940#1033-S20260618114500,207940,삼성바이오로직스,VWAP눌림,FullAuto,2026-06-18 11:45:00,1434000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,429,571 재돌파, 직전봉 고가 1,433,000 돌파",4.37,0.31,0.766,411.0,0.79,1,1432000,1433000,1415000,1425000,1437000,1411000
207940#1033-S20260618115100,207940,삼성바이오로직스,VWAP눌림,FullAuto,2026-06-18 11:51:00,1434500,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,429,610 재돌파, 직전봉 고가 1,433,000 돌파",4.40,0.34,0.771,412.6,0.69,2,1435000,1432000,1414000,1422000,1437000,1411000
207940#1033-S20260618120600,207940,삼성바이오로직스,VWAP눌림,FullAuto,2026-06-18 12:06:00,1432000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,429,725 재돌파, 직전봉 고가 1,432,000 돌파",4.22,0.16,0.745,401.8,0.34,1,1420000,1414000,1417000,1435000,1436000,1411000
093370#1034-S20260618121600,093370,후성,VWAP눌림,FullAuto,2026-06-18 12:16:00,18405,진입,,,"VWAP 18,212 재돌파, 직전봉 고가 18,330 돌파",4.69,1.06,0.604,673.1,2.45,2,,,,,,
093370#1034-S20260618124900,093370,후성,VWAP눌림,FullAuto,2026-06-18 12:49:00,18290,진입,,,"VWAP 18,217 재돌파, 직전봉 고가 18,260 돌파",4.04,0.40,0.552,307.1,1.68,1,,,,,,
093370#1034-S20260618131900,093370,후성,VWAP눌림,FullAuto,2026-06-18 13:19:00,18380,진입,,,"VWAP 18,242 재돌파, 직전봉 고가 18,330 돌파",4.55,0.76,0.593,272.8,0.88,1,,,,,,
080220#1035-S20260618142300,080220,제주반도체,VWAP눌림,FullAuto,2026-06-18 14:23:00,117300,진입,,,"VWAP 116,280 재돌파, 직전봉 고가 116,900 돌파",5.20,0.88,0.647,204.8,1.31,1,,,,,,
080220#1035-S20260618143200,080220,제주반도체,VWAP눌림,FullAuto,2026-06-18 14:32:00,116600,시간외,진입 가능 시간 09:05~14:30 밖,,"VWAP 116,279 재돌파, 직전봉 고가 116,100 돌파",4.57,0.28,0.605,203.6,0.78,1,117500,117800,118000,,119000,116300
080220#1035-S20260618143500,080220,제주반도체,VWAP눌림,FullAuto,2026-06-18 14:35:00,117100,시간외,진입 가능 시간 09:05~14:30 밖,,"VWAP 116,280 재돌파, 직전봉 고가 116,900 돌파",5.02,0.71,0.635,204.9,0.56,1,117500,118200,118000,,119000,116800
